
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
buildtoolbar_popup_uts_waterpumpstation	Oferă o sursă de apă închisorii tale.
buildtoolbar_popup_uts_pipevalve		Controlează disponibilitatea apei în orice țeavă conectată la ea.
buildtoolbar_popup_uts_pipelarge		Distribuie o cantitate mare de apă sub presiune înaltă, în închisoarea ta. E probabil suficient de mare ca un deţinut să se târască prin ea până la libertate, prin patru sute cincizeci de metri de căcat.\n\nNb în mod normal, nu sunt folosite la chiuvete, dușuri etc - presiunea e prea mare. Folosește o țeavă mică pentru alea.
buildtoolbar_popup_uts_pipesmall		Folosite pentru a conecta obiecte cum ar fi toalete, dușuri, chiuvete etc la rețeaua ta de conducte. Presiunea este mai mică, așa că distanța pe care apa o poate parcurge este limitată.
buildtoolbar_popup_uts_cctv				Fi cu ochii pe închisoarea ta, fără să fie nevoie de paznici peste tot deodată.\n\nUn monitor CCTV trebuie conectat la cameră pentru ca sistemul să funcționeze.
buildtoolbar_popup_uts_cctvmonitor		Gândit pentru a fi construit într-o Cameră De Securitate și operat de un Paznic. Monitorizează de la distanță, camerele CCTV din închisoarea ta.\n\nFolosește unealta de Conectare pentru a conecta acest monitor la camerele tale CCTV.\n\nNotiță: Maxim opt camere pot fi vizionate deodată. Dacă sunt conectate mai mult de opt camere, monitorul va trece treptat prin ele, oferind doar acoperire parțială.
buildtoolbar_popup_uts_DoorControlSystem  Gândit pentru a fi construit într-o Cameră De Securitate și operat de un Paznic. Poate fi folosit pentru a deschide uși de la distanță.\n\nFolosește unealta de Conectare pentru a conecta acest sistem la Servomotoarele Ușilor. Sevomotoarele ar trebui să fie construite deasupra ușilor pe care dorești să le controlezi de la distanță.\n\nNotiță: Poți conecta sistemul la cât de multe Servomotoare dorești, dar Paznicul poate opera maxim două uși pe secundă.
buildtoolbar_popup_uts_phonemonitor     Gândit pentru a fi construit într-o Cameră De Securitate și operat de un Paznic. Îți permite să monitorizezi convorbirile spre exterior, făcute de deţinuţii tăi, astfel dându-ți informații vitale despre orice activitate ilegală plănuită de aceștia.\n\nFolosește unealta de Conectare pentru a conecta acest sistem la Cabinele Telefonice.
buildtoolbar_popup_uts_Servo            Montează un servomotor pe o ușă care dorești să o controlezi de la distanță. Asigură-te că motorul este exact deasupra ușii.\n\nDupă ce este instalat, ușa se va deschide când servomotorul este declanșat – în mod normal de un Sistem De Control Al Ușilor sau un Cronometru Pentru Ușă.\n\nServomotoarele pot fi legate între ele, pentru a fi declanșate în lanț, odată ce primul a fost declanșat.
buildtoolbar_popup_uts_LogicCircuit     Doar pentru arhitecții avansați.\n\nUn panou simplu de circuite, folosit pentru a face o operație logică basată pe datele introduse.\n\nOperații valabile: And (Și) / Or (Sau) / Not (Negație) / Nand (Sau Nu) / Nor (Nici) / Xor (Exclusiv)\n\nDă click dreapta să treci prin operațiile logice.
buildtoolbar_popup_uts_LogicBridge      Doar pentru arhitecții avansați.\n\nRecepționează semnalul electric primit și îl atașază la un Cablu Electric instalat în același spațiu. Acel Cablu Electric va duce semnalul până la orice alt Circuit Logic instalat pe acelasi Cablu.\n\nPoate fi folosit să 'tranzmită' un semnal comun prin toată închisoarea. Ex: Util pentru a tranzmite un semnal comun de Ceas.
buildtoolbar_popup_uts_DoorTimer        Poate fi folosit să deschidă uși în mod automat, în anumite momente ale zilei.\n\nFolosește unealta de Conectare pentru a conecta acest cronometru la Servomotoarele Ușilor.
buildtoolbar_popup_uts_Wire             Conectează împreună sistemele tale de acces la distanță.
buildtoolbar_popup_uts_showallwires		Arată toate firele conectate din închisoarea ta.
buildtoolbar_popup_uts_remotedoor       O ușă solidă de metal, care nu poate fi deschisă cu o cheie (Poate fi deschisă doar de la distanță). Folosește asta ca să poți preveni evadări masive, în caz că un deţinut pune mâna pe chei ale închisorii.
buildtoolbar_popup_uts_dismantleutility	Elimină un obiect utilitar din închisoarea ta.
buildtoolbar_popup_uts_pressurepad      Trimite un semnal obiectelor conectate, atunci stă ceva pe senzor.
buildtoolbar_popup_uts_statuslight      Se aprinde cu verde sau roșu, pe baza semnalului primit.

buildtoolbar_popup_autolights_name      Auto Lumini
buildtoolbar_popup_autolights           Amplasare Automată De Lumini
buildtoolbar_popup_autolights_desc      Când este apăsat, lumini vor fi amplasate automat prin construcțiile tale nou create, odată ce sunt terminate.

buildtoolbar_contraband_source          Arată toate locurile dimprejurul închisorii tale, din care poate fi furată marfă de contrabandă.
buildtoolbar_contraband_day             Afișează toată marfa de contrabandă confiscată în ultimele 24 de ore. Pictogramele indică locul de unde a fost confiscată marfa de contrabandă.
buildtoolbar_contraband_week            Afișează toată marfa de contrabandă confiscată în ultimele 7 zile. Pictogramele indică locul de unde a fost confiscată marfa de contrabandă.
buildtoolbar_contraband_alltime         Afișează toată marfa de contrabandă confiscată în istoria închisorii. Pictogramele indică locul de unde a fost confiscată marfa de contrabandă.
buildtoolbar_contraband_stolenfrom		Afișează toată marfa de contrabandă din ultimele 7 zile. Pictogramele indică de unde a fost furată marfa de contrabandă sau pe unde a fost introdusă în închisoare.
buildtoolbar_contraband_informants      Arată informații adunate de informatorii tăi confidențiali.
buildtoolbar_contraband_gangs           Afişează informaţii despre găştile din închisoare.

buildtoolbar_deployment_Guards          Desemnează paznici pentru sectoarele închisorii tale.
buildtoolbar_deployment_Patrols         Ține apăsat click stânga pentru a trasa rute de patrulă.\n\nPentru a desemna un paznic unei rute, dă click din nou pe un spațiu al unei rute existente.\nȚine apăsat click dreapta pentru a elimina o patrulă.
buildtoolbar_deployment_DogPatrols      Ține apăsat click stânga pentru a trasa rute de patrulă.\n\nPentru a desemna un paznic unei rute, dă click din nou pe un spațiu al unei rute existente\nȚine apăsat click dreapta pentru a elimina o patrulă.
buildtoolbar_deployment_ArmedPatrols    Ține apăsat click stânga pentru a trasa rute de patrulă.\n\nPentru a desemna un paznic unei rute, pe un spațiu al unei rute existente.\nȚine apăsat click dreapta pentru a elimina o patrulă.
buildtoolbar_deployment_SharedZone      Toți deţinuţii vor avea voie să intre în acest sector.
buildtoolbar_deployment_MinSecZone      Doar deţinuţii de minimă securitate vor avea voie să intre în acest sector.
buildtoolbar_deployment_MedSecZone      Doar deţinuţii de securitate medie vor avea voie să intre în acest sector.
buildtoolbar_deployment_MaxSecZone      Doar deţinuţii de maximă securitate vor avea voie să intre în acest sector.
buildtoolbar_deployment_ProtectedZone   Doar deţinuţii din custodie vor avea voie să intre în acest sector.
buildtoolbar_deployment_SuperMaxZone    Doar deţinuţii din Super Maximă Securitate vor avea voie să intre în acest sector.
buildtoolbar_deployment_DeathRowZone    Doar deţinuţii condamnați la moarte vor avea voie să intre în acest sector.
buildtoolbar_deployment_StaffOnlyZone   Doar personalul va avea voie să intre în acest sector.
buildtoolbar_deployment_UnlockedZone    În acest sector va avea voie să intre oricine și toate ușile vor fi descuiate.
buildtoolbar_deployment_accessonly		Oamenii vor încerca să evite zonele „Doar cu acces autorizat”, dacă este posibil, preferând să meargă pe alte rute în jurul închisorii.
buildtoolbar_deployment_prisonerdirection Ține apăsat butonul din stânga și deplasează mouse-ul pentru a vopsi indicatoarele de pe podea.\n\nAcestea le indică deținuților în ce direcție să meargă.\nContribuie la controlarea fluxului de oameni din închisoare.
buildtoolbar_deployment_staffdirection  Ține apăsat butonul din stânga și deplasează mouse-ul pentru a vopsi indicatoarele de pe podea.\n\nAcestea le indică persoanelor care nu sunt deținuți în ce direcție să meargă.\nContribuie la controlarea fluxului de oameni din închisoare.

buildtoolbar_quickbuild_clone           Instrumentul de clonare îți permite să selectezi o zonă a închisorii pe care să o copiezi și să o plasezi în alt loc. După ce selectezi instrumentul de clonare ține apăsat butonul din dreapta al mouse-ului și trage o zonă pe care vrei să o copiezi. Apoi, dă clic stânga în alt loc din închisoare pentru a plasa în așteptare construirea unei copii a acelei zone.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1    Diagrama „Distribuţie mâncare” îţi arată ce blocuri de celule sunt deservite de cantine şi care sunt bucătăriile care aprovizionează cantinele. Poţi vedea cererea şi oferta bucătăriilor şi cantinelor (gătitul începe cu 4 ore înaintea următoarei serviri a mesei).
buildtoolbar_popup_help_targettingfood_2    ~Dă clic stânga pe un bloc de celule şi apoi dă clic stânga pe o cantină pentru ca blocul de celule să utilizeze acea cantină. Poţi urma aceiaşi paşi pentru a stabili bucătăriile care aprovizionează cantinele. Dacă dai clic dreapta pe o zonă, valorile corelate ale acesteia vor fi resetate la valorile prestabilite.\n\n
