
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nytt
buildtoolbar_popup_uts_phonemonitor	Utformad för att byggas i ett Säkerhetsrum och skötas om av en Vakt. Med denna kan du övervaka utgående telefonsamtal som görs av internerna, och du kan få värdefulla insikter om illegal aktivitet som planeras.\n\nAnvänd verktyget Anslut för att ansluta detta system till dina Telefonkiosker.
buildtoolbar_popup_uts_Servo	Placera en servo över en dörr som du vill öppna på avstånd. Se till att motorn är direkt ovanför dörren.\n\nNär denna har installerats öppnas dörren när servon aktiveras, oftast av ett dörrkontrollsystem eller en dörrtimer.\n\nServos kan kopplas samman, så att när den första öppnas kommer de som följer också att öppnas.
buildtoolbar_popup_uts_LogicCircuit	Endast för avancerade arkitekter.\n\nEn enkel kretslåda som utför en logisk handling baserat på input, och ställer in output efter detta.\n\nTillgängliga handlingar: And / Or / Not / Nand / Nor / Xor\n\nHögerklicka för att bläddra genom de olika handlingarna.
buildtoolbar_popup_uts_LogicBridge	Endast för avancerade arkitekter.\n\nDen tar sin inkommande signal och bryggar över den till Elkabeln som installerats i samma ruta. Elkabeln bär över signalen till andra Logiska kretsar som finns installerade på samma Elkabel.\n\nKan användas för att "sända" en gemensam signal runt hela ditt fängelse, t.ex. användbar för att skicka runt en gemensam klocksignal.
buildtoolbar_popup_uts_DoorTimer	Kan användas för att automatiskt öppna dörrar vid vissa tider på dagen.\n\n Använd verktyget Koppla för att ansluta denna timer till dina dörrar med servo.
buildtoolbar_popup_uts_Wire	Koppla samman dina fjärråtkomstsystem.
buildtoolbar_popup_uts_showallwires	Visa alla sammankopplade sladdar i ditt fängelse.
buildtoolbar_popup_uts_remotedoor	En stark metalldörr som inte kan öppnas med en nyckel (Öppnas endast på distans). Använd detta för att förebygga rymningar när en fånge har fått tag på Fängelsenycklar.
buildtoolbar_popup_uts_dismantleutility	Ta bort ett utilitetsobjekt från ditt fängelse.
buildtoolbar_popup_uts_pressurepad	Skickar en signal till anslutna föremål om något står på plattan.
buildtoolbar_popup_uts_statuslight	Lyser antingen rött eller grönt, beroende på vilken signal den tar emot.

buildtoolbar_popup_autolights_name	Automatiska lampor
buildtoolbar_popup_autolights	Automatisk lampplacering
buildtoolbar_popup_autolights_desc	När du väljer detta placeras lampor automatiskt i dina nya byggnader när de är färdiga.

buildtoolbar_contraband_source	Visar alla platser i ditt fängelse där smuggelgods kan komma från.
buildtoolbar_contraband_day	Visar allt smuggelgods som har konfiskerats under det senaste dygnet. Ikonerna visar var smuggelgodset konfiskerades.
buildtoolbar_contraband_week	Visar allt smuggelgods som har konfiskerats under de senaste 7 dagarna. Ikonerna visar var smuggelgodset konfiskerades.
buildtoolbar_contraband_alltime	Visar allt smuggelgods som har konfiskerats under ditt fängelses historia. Ikonerna visar var smuggelgodset konfiskerades.
buildtoolbar_contraband_stolenfrom	Visar allt smuggelgods från de senaste 7 dagarna. Ikonerna visar varifrån smuggelgodset stals eller smugglades in i fängelset.
buildtoolbar_contraband_informants	Visar information som samlats in av dina konfidentiella uppgiftslämnare.
buildtoolbar_contraband_gangs	Visar information om gäng i ditt fängelse.

buildtoolbar_deployment_Guards	Placera ut vakter i sektorerna i ditt fängelse.
buildtoolbar_deployment_Patrols	Klicka och dra för att skapa patrullrutter.\n\nFör att placera ut en vakt på en patrullrutt, klicka igen på en existerande patrullruta.\nHögerklicka och dra för att rensa patrullrutter.
buildtoolbar_deployment_DogPatrols	Klicka och dra för att skapa patrullrutter.\n\nFör att placera ut en vakt på en patrullrutt, klicka igen på en existerande patrullruta.\nHögerklicka och dra för att rensa patrullrutter.
buildtoolbar_deployment_ArmedPatrols	Klicka och dra för att skapa patrullrutter.\n\nFör att placera ut en vakt på en patrullrutt, klicka igen på en existerande patrullruta.\nHögerklicka och dra för att rensa patrullrutter.
buildtoolbar_deployment_SharedZone	Alla interner är tillåtna i denna sektor.
buildtoolbar_deployment_MinSecZone	Endast lågsäkerhetsinterner är tillåtna i denna sektor.
buildtoolbar_deployment_MedSecZone	Endast medelsäkerhetsinterner är tillåtna i denna sektor.
buildtoolbar_deployment_MaxSecZone	Endast högsäkerhetsinterner är tillåtna i denna sektor.
buildtoolbar_deployment_ProtectedZone	Endast interner i skyddsförvar är tillåtna i denna sektor.
buildtoolbar_deployment_SuperMaxZone	Endast supermaxsäkerhetsinterner är tillåtna i denna sektor.
buildtoolbar_deployment_DeathRowZone	Endast dödscellsinterner är tillåtna i denna sektor.
buildtoolbar_deployment_StaffOnlyZone	Endast personal är tillåten i denna sektor.
buildtoolbar_deployment_UnlockedZone	Alla är tillåtna i denna zon, och alla dörrar är olåsta.
buildtoolbar_deployment_accessonly	Folk kommer att försöka undvika Endast tillträde-zoner, de föredrar att välja andra vägar runtom i ditt fängelse.
buildtoolbar_deployment_prisonerdirection	Klicka och dra för att måla våningsskyltar.\n\nDetta ger dina interner tips om vilken väg de bör ta.\nHjälper till att kontrollera flödet av människor i ditt fängelse.
buildtoolbar_deployment_staffdirection	Klicka och dra för att måla våningsskyltar.\n\nDetta ger icke-interner tips om vilken väg de bör ta.\nHjälper till att kontrollera flödet av människor i ditt fängelse.

buildtoolbar_quickbuild_clone	Med Klonverktyget kan du välja ett område i ditt fängelse att kopiera och sedan placera ut det området igen. När du har valt Klonverktyget håller du höger musknapp nedtryckt och drar och markerar det område som du vill kopiera. Sedan vänsterklickar du någon annanstans i fängelset för att ställa byggandet av en kopia av det området i kö.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	Vyn Matutskick visar dig vilka cellblock som servas av vilka matsalar och vilka matsalar som får leveranser från vilka kök. Du kan också se nuvarande tillgång och efterfrågan på nuvarande aktiva kök och matsalar (matlagning börjar 4 timmar före nästa Ätregim).
buildtoolbar_popup_help_targettingfood_2	~Vänsterklicka på ett cellblock och vänsterklicka sedan på en matsal för att tvinga det valda cellblocket att använda den Matsalen. Du kan på samma sätt även ändra vilka kök som inriktar sig på vilka matsalar. Att högerklicka på en zon gör så att dess målinriktning återställs till standard.\n\n
buildtoolbar_popup_help_targettingfood_3	~Genom att hålla nere Shift medan du vänsterklickar kan du inrikta dig på flera rum.\n\n
buildtoolbar_popup_help_targettingfood_4	^Tips
buildtoolbar_popup_help_targettingfood_5	- Om du märker att ett Cellblock eller ett Kök inte inriktar sig på en matsal som förväntat, prova att högerklicka på det för att tvinga det till återställning.
buildtoolbar_popup_help_targettingfood_6	- Om du märker att din Leverans till en Matsal inte fyller hela vägen upp under en Ätsession är det en god indikation på att den är överbelastad och du måste kunna laga mer mat.

buildtoolbar_popup_help_targettinglaundry_1	Vyn Tvättutskick visar dig vilka cellblock, sovsalar och receptioner som omfattas av vilka tvättstugor\n\n
buildtoolbar_popup_help_targettinglaundry_2	~Vänsterklicka på en Tvättstuga och vänsterklicka sedan på ett cellblock, en sovsal eller en reception för att få tvättstugan att omfatta det rummet. Håll nere Shift för att inkludera flera rum.
buildtoolbar_popup_help_targettinglaundry_3	~Att högerklicka på en Tvättstuga gör så att dess målinriktning återställs till standard.\n\n
buildtoolbar_popup_help_targettinglaundry_4	^Tips
buildtoolbar_popup_help_targettinglaundry_5	Tvättstugor kan omfatta så många olika rum du vill, men de är begränsade vad gäller hur snabbt de kan drivas (baserat på deras storlek och antalet interner och Städare som arbetar där). Att ha en enda tvättstuga som tjänar ett helt stort fängelse kan fungera, men varje rum får sina kläder mycket sporadiskt.

buildtoolbar_popup_help_roomquality_1	Vyn Rumskvalitet visar dig kvaliteten på alla celler och sovsalar i ditt fängelse, graderade från 0 till 10 – ju högre nummer desto bättre kvalitet. Genom att föra muspekaren över ett rum ser du faktorerna som ingick i fastställandet av dess kvalitet och vad du kan lägga till för att höja kvaliteten.\n\n
buildtoolbar_popup_help_roomquality_2	^Tips
buildtoolbar_popup_help_roomquality_3	- Interner har med tiden rätt till en mer högkvalitativ cell för gott uppförande. Att ha mer högkvalitativa celler tillgängliga är ett bra sätt att uppmuntra till gott uppförande.
buildtoolbar_popup_help_roomquality_4	- Det är viktigt att ha några lågkvalitativa celler i ditt fängelse, då nyanlända till ditt fängelse måste ha någonstans att ta vägen, och om alla celler är av för hög kvalitet kan de komma att hamna i en häktescell.
buildtoolbar_popup_help_roomquality_5	- Interner kan placeras i mer högkvalitativa celler än de förtjänar om det inte finns någon annan plats tillgänglig, men det kan göra de andra internerna arga...

buildtoolbar_popup_help_jobs_1	Vyn Fängelsearbete visar dig vilka rum som kan ha interner tilldelade för arbete och hur många interner som för närvarande har anvisats dit.\n\n
buildtoolbar_popup_help_jobs_2	~Vänsterklicka på ett rum för att lägga till en arbetsöppning till det. Varje arbetsöppning kan potentiellt fyllas av en intern under en arbetsregim. Högerklicka på rummet för att ta bort en öppning.\n\n
buildtoolbar_popup_help_jobs_3	^Tips
buildtoolbar_popup_help_jobs_4	- Vissa jobb, såsom att arbeta i köket eller verkstaden, kräver att internen först har genomgått en utbildning. Du kan köra dessa kurser från fliken Program i ditt rapportfönster.
buildtoolbar_popup_help_jobs_5	- Interner som arbetar erhåller en liten summa för varje timme som de arbetar. Att tilldela det högsta antalet jobb är inte nödvändigtvis en god idé; interner får betalt även om det inte finns något för dem att göra.

buildtoolbar_popup_help_source_1	Vyn Faror visar vilket smuggelgods en intern kan stjäla från varje rum i ditt fängelse. Till höger kan du även se tillgång och efterfrågan för varje typ av smuggelgods, Om efterfrågan på en specifik typ av smuggelgods är större än tillgången är det mer sannolikt att en intern försöker stjäla den, speciellt om han eller hon själv är i desperat behov av något.\n\n
buildtoolbar_popup_help_source_2	^Tips
buildtoolbar_popup_help_source_3	- Alla rum som är smuggelgodskällor måste inte vara tillgängliga för interner och deras tillgång till dessa rum kan begränsas eller blockeras helt och hållet.
buildtoolbar_popup_help_source_4	- Trots att detta visar dig vilka rum i ditt fängelse smuggelgods kan stjälas från är rum inte det enda sättet för interner att skaffa sig det de behöver...

buildtoolbar_popup_help_contraband_title	Smuggelgods
buildtoolbar_popup_help_contraband_1	Vyn Smuggelgods visar dig allt det smuggelgods som har hittats i ditt fängelse, antingen under den senaste dagen eller den senaste veckan, och var det hittades.\n\n
buildtoolbar_popup_help_contraband_2	~För muspekaren över ett specifikt smuggelgodsföremål för att se dess historia, inklusive hur det ursprungligen förvärvades av internen och var det hade varit innan det hittades.\n\n
buildtoolbar_popup_help_contraband_3	^Tips
buildtoolbar_popup_help_contraband_4	- Om du märker att mycket smuggelgods kommer från ett relativt litet antal platser kan det vara dags att höja säkerheten i dessa områden.
buildtoolbar_popup_help_contraband_5	- Olika typer av smuggelgods upptäcks på olika sätt. Vakthundar, till exempel, är mycket bra på att upptäcka saker som har en stark lukt för dem.

buildtoolbar_popup_help_informants_1	Vyn Uppgiftslämnare visar dig en lista med dina Konfidentiella Uppgiftslämnare. Utöver det är potentiella KU:er markerade med gult, vanligtvis i dina isoleringsceller.\n\n
buildtoolbar_popup_help_informants_2	~För att rekrytera en Konfidentiell Uppgiftslämnare måste du hitta en Potentiell KU; gå till Erfarenhetsfliken i deras brottsregister och klicka på knappen Rekrytera Uppgiftslämnare.\n\n
buildtoolbar_popup_help_informants_3	~För att aktivera en uppgiftslämnare klickar du på knappen Inaktiv (Aktiv blinkar när du markerar den) och väntar på att han eskorteras till Säkerhetsavdelningen. De visar dig sedan en viss mängd undangömt smuggelgods, internernas rykte och potentiella måltavlor för lönnmord, baserat på deras täckning.\n\n
buildtoolbar_popup_help_informants_4	^Tips
buildtoolbar_popup_help_informants_5	- Att aktivera en uppgiftslämnare och utföra sökningar baserade på den information som han ger dig ökar hans misstankenivå. Om den blir för hög kan de få vissa problem...
buildtoolbar_popup_help_informants_6	- Du kan avvisa en uppgiftslämnare genom att klicka på "X" bredvid hans aktiveringsknapp.

buildtoolbar_popup_help_utilities_1	Utilitetsvyn visar de olika förbindelser som förekommer under ytan i ditt fängelse. Du kan skapa elkablar och vattenledningar och även koppla ihop olika objekt med hjälp av sladdar.\n\n
buildtoolbar_popup_help_utilities_2	~När du skapar elkablar eller ledningar håller du den vänstra musknappen nedtryckt och drar mellan de två punkterna som du vill koppla ihop. Genom att högerklicka avbryter du alla pågående uppdrag att placera kablar och ledningar. \n\n
buildtoolbar_popup_help_utilities_3	~När du kopplar ihop objekt med hjälp av sladdar (t.ex. en CCTV-bildskärm till en CCTV-kamera) vänsterklickar du på det första objektet och sedan på det objekt som du vill ansluta. Genom att hålla Shift nedtryckt kan du ansluta flera objekt.\n\n
buildtoolbar_popup_help_utilities_4	^Tips
buildtoolbar_popup_help_utilities_5	- Små elartiklar, som lampor och tv-apparater, ansluts automatiskt till en strömkälla förutsatt att det finns en elkabel i närheten. Större objekt, som tvättmaskiner eller vattenpumpar, måste anslutas direkt till kabeln.
buildtoolbar_popup_help_utilities_6	- Större vattenledningar kan transportera vatten över långa avstånd, men mindre ledningar har en kortare räckvidd. Att ha en enda stor ledning, som leder till en byggnad eller ett område och som kopplar ihop individuella objekt med hjälp av mindre ledningar, är ett bra sätt att spara pengar.
buildtoolbar_popup_help_utilities_7	- Det kan vara mycket som pågår i Utilitietsvyn, speciellt i större fängelser. Genom att klicka på ett specifikt objekt markerar du relaterade anslutna objekt mycket tydligare och gör dem lättare att se. Genom att klicka på elkablar blir exempelvis alla elkablar och elapparater i ditt fängelse mycket tydligare.
