
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Новая игра
buildtoolbar_popup_uts_phonemonitor	Предназначен для установки в Комнате охраны; управляется Охранником. Прослушка исходящих звонков позволит собрать ценную информацию о том, что замышляют заключенные.\n\nВыберите инструмент Соединить для подключения системы к Телефонным будкам.
buildtoolbar_popup_uts_Servo	Установите привод на дверь, которой вы хотите управлять удаленно. Редуктор должен быть точно над дверью.\n\nПосле установки дверь открывается при срабатывании привода — с помощью Системы управления дверями или Таймера двери.\n\nПриводы можно соединить друг с другом, чтобы после открытия первого срабатывали и остальные.
buildtoolbar_popup_uts_LogicCircuit	Только для продвинутых архитекторов.\n\nПростая электросхема, выполняющая логические операции на основе введенных данных.\n\nДоступные функции: And / Or / Not / Nand / Nor / Xor\n\nЩелкните правой кнопкой мыши для переключения между доступными функциями.
buildtoolbar_popup_uts_LogicBridge	Для продвинутых архитекторов.\n\nПринимает входящий сигнал и передает его на кабель в том же квадрате, где он распределаятся по другим мостам (на этом кабеле).\n\nМожно использовать для передачи общего сигнала по всей тюрьме, например, сигнала отбоя.
buildtoolbar_popup_uts_DoorTimer	Можно использовать для автоматического открытия дверей в выбранное время.\n\nВыберите инструмент Соединить для подключения таймера к Приводам дверей.
buildtoolbar_popup_uts_Wire	Соединяет системы удаленного доступа.
buildtoolbar_popup_uts_showallwires	Показывает все проводные соединения.
buildtoolbar_popup_uts_remotedoor	Крепкая металлическая дверь, которую нельзя открыть ключом (открывается удаленно). Способна предотвратить массовый побег заключенных, заполучивших Тюремные ключи.
buildtoolbar_popup_uts_dismantleutility	Убирает выбранные коммуникации из тюрьмы.
buildtoolbar_popup_uts_pressurepad	При срабатывании датчика отправляет сигнал на подключенные устройства.
