
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nuevo
buildtoolbar_popup_uts_phonemonitor	Diseñado para construirse en una Sala de Seguridad, operado por un Guardia. Permite hacer seguimiento de todas las llamadas realizadas por los reclusos, proporcionándote información vital para las actividades ilegales de los reclusos.\n\nUtiliza la herramienta de Conectar para conectar este sistema a tus cabinas telefónicas.
buildtoolbar_popup_uts_Servo	Coloca un servo en la puerta que quieras controlar a distancia. Asegúrate de que el engranaje esté justo encima de la puerta.\n\nUna vez instalado, la puerta se abrirá cuando se dispare el servo. Normalmente, con un sistema de control de puertas o un temporizador.\n\nLos servos se pueden encadenar para que el primero desencadene los demás.
buildtoolbar_popup_uts_LogicCircuit	Sólo arquitectos especializados.\n\nUn simple cuadro de luces que realiza una operación lógica basada en sus entradas, y define sus salidas consecuentemente.\n\nOperaciones disponibles:  And / Or / Not / Nand / Nor / Xor\n\nPulsa el botón derecho del ratón para desplazarse por las operaciones lógicas.
buildtoolbar_popup_uts_LogicBridge	Sólo arquitectos especializados.\n\nToma su señal entrante y la proyecta sobre el cable eléctrico instalado en el mismo cuadro. Ese cable eléctrico llevará la señal a otros circuitos lógicos instalados en el mismo cable eléctrico.\n\nSe puede utilizar para emitir una señal común por la prisión, por ejemplo, es útil para distribuir una señal del reloj.
buildtoolbar_popup_uts_DoorTimer	Puede utilizarse para abrir las puertas automáticamente a ciertas horas del día.\n\nUtiliza la herramienta Conectar para conectar el temporizador a los servos de las Puertas.
buildtoolbar_popup_uts_Wire	Vincula tus sistemas de acceso a distancia.
buildtoolbar_popup_uts_showallwires	Muestra todos los cables conectados en tu prisión.
buildtoolbar_popup_uts_remotedoor	Puerta fuerte de metal que no se puede abrir con una llave (sólo se puede abrir con mando a distancia). Utilízala esto  prevenir intentos de fuga masivos cuando un preso consiga las llaves de la prisión.
buildtoolbar_popup_uts_dismantleutility	Elimina un objeto de tu prisión.
buildtoolbar_popup_uts_pressurepad	Envía una señal a los objetos conectados cada vez que algo está en la parte superior del sensor
buildtoolbar_popup_uts_statuslight	Se ilumina en rojo o verde, dependiendo de la señal que esté recibiendo.

buildtoolbar_popup_autolights_name	Luces automáticas
buildtoolbar_popup_autolights	Colocación automática de luces
buildtoolbar_popup_autolights_desc	Cuando se selecciona, las luces  se colocarán automáticamente en tus edificios recién creados, una vez terminados.

buildtoolbar_contraband_source	Muestra todos los lugares de tu prisión donde podría robarse contrabando.
buildtoolbar_contraband_day	Muestra todo el contrabando confiscado en las últimas 24 horas. Los iconos indican dónde se ha confiscado el contrabando.
buildtoolbar_contraband_week	Muestra todo el contrabando confiscado en los 7 últimos días. Los iconos indican dónde se ha confiscado el contrabando.
buildtoolbar_contraband_alltime	Muestra todo el contrabando confiscado desde que se inauguró tu prisión. Los iconos indican dónde se ha confiscado el contrabando.
buildtoolbar_contraband_stolenfrom	Muestra todo el contrabando de los 7 últimos días. Los iconos indican dónde se ha robado o por dónde se ha introducido el contrabando en la prisión.
buildtoolbar_contraband_informants	Muestra la información recopilada por tus informantes confidenciales.
buildtoolbar_contraband_gangs	Muestra información sobre las pandillas que hay en tu prisión.

buildtoolbar_deployment_Guards	Asigna guardias a los sectores de tu prisión.
buildtoolbar_deployment_Patrols	Pulsa y arrastra para crear las rutas de la patrulla.\n\nPara asignar un guardia a la ruta de la patrulla, pulsa de nuevo en un escuadrón.\nPulsa con el botón derecho del ratón y arrastra para eliminar patrullas.
buildtoolbar_deployment_DogPatrols	Pulsa y arrastra para crear las rutas de la patrulla.\n\nPara asignar un guardia a la ruta de la patrulla, pulsa de nuevo en un escuadrón.\nPulsa con el botón derecho del ratón y arrastra para eliminar patrullas.
buildtoolbar_deployment_ArmedPatrols	Pulsa y arrastra para crear las rutas de la patrulla.\n\nPara asignar un guardia a la ruta de la patrulla, pulsa de nuevo en un escuadrón.\nPulsa con el botón derecho del ratón y arrastra para eliminar patrullas.
buildtoolbar_deployment_SharedZone	Se permitirá el acceso a todos los presos de este sector.
buildtoolbar_deployment_MinSecZone	Solo se permitirá el acceso a los presos de seguridad mínima.
buildtoolbar_deployment_MedSecZone	Solo se permitirá el acceso a los presos de seguridad media.
buildtoolbar_deployment_MaxSecZone	Solo se permitirá el acceso a los presos de seguridad máxima.
buildtoolbar_deployment_ProtectedZone	Solo se permitirá el acceso a los presos de detención preventiva.
buildtoolbar_deployment_SuperMaxZone	Solo se permitirá el acceso a los presos de súper-máxima seguridad.
buildtoolbar_deployment_DeathRowZone	Solo se permitirá el acceso a los presos del corredor de la muerte.
buildtoolbar_deployment_StaffOnlyZone	Solo se permitirá el acceso al personal.
buildtoolbar_deployment_UnlockedZone	Cualquiera podrá entrar en esta zona, todas las puertas están abiertas.
buildtoolbar_deployment_accessonly	La gente intentará evitar las zonas de Solo Acceso si es posible, decantándose por otras rutas alrededor de tu prisión.
buildtoolbar_deployment_prisonerdirection	Haz clic y arrastra para pintar la señalización en el suelo.\n\Esto les dará una pista a tus reclusos sobre qué ruta seguir. \nAyuda a controlar el flujo de personas en tu prisión.
buildtoolbar_deployment_staffdirection	Haz clic y arrastra para pintar la señalización en el suelo.\n\Esto les dará una pista a aquellos que no son reclusos sobre qué ruta seguir. \nAyuda a controlar el flujo de personas en tu prisión.

buildtoolbar_quickbuild_clone	La herramienta Clonar te permite seleccionar un área de la prisión, copiarla y colocar la copia. Con la herramienta Clonar seleccionada, mantén pulsado el botón derecho del ratón y arrastra el puntero a lo largo del área que desees copiar. Luego haz clic con el botón izquierdo del ratón en otro lugar de la prisión para programar la construcción de una copia del área seleccionada. Las zonas seleccionadas se pueden guardar como ranuras personalizadas.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	La vista de distribución de alimentos te muestra qué bloques de celdas cubre cada comedor y qué comedores suministra cada cocina. También puedes ver la oferta y demanda de las cocinas y los comedores actualmente activos (se empieza a cocinar 4 horas antes de cada régimen de comidas).
buildtoolbar_popup_help_targettingfood_2	~Haz clic con el botón izquierdo del ratón en un bloque de celdas y luego en un comedor para obligar al bloque de celdas seleccionado a utilizar ese comedor. Puedes asignar comedores a las cocinas de la misma forma. Si haces clic con el botón derecho del ratón sobre una zona, su cobertura volverá al valor predefinido.\n\n
buildtoolbar_popup_help_targettingfood_3	~Si mantienes pulsado Mayús a la vez que haces clic con el botón izquierdo del ratón, podrás cubrir varias salas.\n\n
buildtoolbar_popup_help_targettingfood_4	^Consejos
buildtoolbar_popup_help_targettingfood_5	- Si encuentras un bloque de celdas o cocina que no estén asignados al comedor que esperabas, prueba a hacer clic con el botón derecho del ratón sobre ellos para obligarlos a volver al valor predefinido.
buildtoolbar_popup_help_targettingfood_6	- Si compruebas que el suministro a un comedor no se rellena completamente durante una sesión de comidas, es un buen signo de que está sobrecargado y por lo tanto necesitarás tener la capacidad de cocinar más alimentos.

buildtoolbar_popup_help_targettinglaundry_1	La vista de distribución de lavandería te muestra qué bloques de celdas, dormitorios y recepciones están cubiertos por cada lavandería.\n\n
buildtoolbar_popup_help_targettinglaundry_2	~Si haces clic con el botón izquierdo del ratón sobre una lavandería y luego sobre un bloque de celdas, dormitorio o recepción, harás que esa lavandería trabaje para esa sala. Mantén pulsado Mayús para marcar varias salas.
buildtoolbar_popup_help_targettinglaundry_3	~Si haces clic con el botón derecho del ratón sobre una lavandería, su cobertura volverá al valor predefinido. \n\n
buildtoolbar_popup_help_targettinglaundry_4	^Consejos
buildtoolbar_popup_help_targettinglaundry_5	Las lavanderías pueden cubrir tantas salas como quieras, pero su velocidad operativa está limitada (en función de su tamaño y el número de reclusos o conserjes que trabajen en ellas). Se puede hacer que una única lavandería cubra completamente una cárcel grande, pero las salas recibirán la ropa muy esporádicamente.

buildtoolbar_popup_help_roomquality_1	La vista de calidad de las salas te muestra la calidad de todas las celdas y dormitorios de tu prisión, puntuada de 0 a 10: cuanto más alto sea el número, mejor será la calidad. Si desplazas el cursor sobre una sala, se mostrarán los factores que se han tenido en cuenta para determinar su calidad, así como lo que puedes hacer para aumentarla.\n\n
buildtoolbar_popup_help_roomquality_2	^Consejos
buildtoolbar_popup_help_roomquality_3	- Los reclusos tienen derecho a una celda de mejor calidad si se comportan bien durante mucho tiempo. Tener celdas de mejor calidad disponibles es un buen incentivo para la buena conducta.
buildtoolbar_popup_help_roomquality_4	- Es muy importante conservar algunas celdas de mala calidad en tu prisión, ya que los recién llegados necesitarán un lugar donde quedarse y, si todas las celdas disponibles son de muy buena calidad, podrían acabar en una celda provisional.
buildtoolbar_popup_help_roomquality_5	- Se puede poner a los reclusos en una celda de mayor calidad de la que se merecen si no hay otros espacios disponibles, pero así podría disminuir la felicidad de los otros reclusos...

buildtoolbar_popup_help_jobs_1	La vista de trabajos de reclusos te muestra qué salas contienen reclusos con trabajo asignado y cuántos reclusos con trabajo hay en cada una.\n\n
buildtoolbar_popup_help_jobs_2	~Haz clic con el botón izquierdo del ratón sobre una sala para añadirle una plaza de trabajo. Cada plaza de trabajo puede ser cubierta potencialmente por un recluso durante un régimen de trabajo. Haz clic con el botón derecho para retirar una plaza.\n\n
buildtoolbar_popup_help_jobs_3	^Consejos
buildtoolbar_popup_help_jobs_4	- Para algunos trabajos, como los de cocina o taller, es necesario que la prisión haya superado primero un curso de formación. Puedes organizar estos cursos desde la pestaña Programas de tu ventana de informes.
buildtoolbar_popup_help_jobs_5	- Los reclusos que trabajan reciben una pequeña remuneración por cada hora trabajada. Asignar el máximo número de trabajos no es necesariamente una buena idea: los reclusos seguirán cobrando incluso si no tienen nada que hacer.

buildtoolbar_popup_help_source_1	La vista de peligros muestra qué contrabando puede robar cada recluso en cada una de las salas de la prisión. Además, a la derecha se puede ver la oferta y la demanda de cada tipo de contrabando. Si la demanda de un tipo de contrabando concreto supera la oferta, habrá más posibilidades de que los reclusos intenten robarlo, especialmente si ellos mismos lo necesitan desesperadamente.\n\n
buildtoolbar_popup_help_source_2	^Consejos
buildtoolbar_popup_help_source_3	- No hace falta que los reclusos puedan acceder a todas las salas que son fuentes de contrabando; dicho acceso se puede restringir o bloquear completamente.
buildtoolbar_popup_help_source_4	- Aunque aquí se muestra en qué salas de la prisión se puede robar contrabando, las salas no son la única forma que tienen los reclusos de conseguir lo que necesitan...

buildtoolbar_popup_help_contraband_title	Contrabando
buildtoolbar_popup_help_contraband_1	La vista de contrabando te muestra todo el contrabando que se ha encontrado en tu prisión, tanto en el último día como en la última semana, así como dónde se ha encontrado.\n\n
buildtoolbar_popup_help_contraband_2	~Desplaza el cursor sobre un objeto de contrabando específico para conocer sus antecedentes, incluida la forma en que el recluso lo adquirió originalmente y dónde estuvo antes de ser encontrado.\n\n
buildtoolbar_popup_help_contraband_3	^Consejos
buildtoolbar_popup_help_contraband_4	- Si compruebas que hay mucho contrabando procedente de un número de lugares relativamente pequeño, quizá sea hora de aumentar la seguridad en esas áreas.
buildtoolbar_popup_help_contraband_5	- Cada tipo de contrabando se detecta de una forma diferente. A los perros guardianes, por ejemplo, se les da muy bien detectar cosas que emitan un olor fuerte.

buildtoolbar_popup_help_informants_1	La vista de informantes te muestra una lista de tus informantes confidenciales actuales. Además, los IC potenciales se resaltan en amarillo, normalmente en tus celdas de aislamiento.\n\n
buildtoolbar_popup_help_informants_2	~Para reclutar a un informante confidencial, primero encuentra uno potencial, ve a la pestaña de experiencia de sus antecedentes y haz clic en el botón Reclutar informante.\n\n
buildtoolbar_popup_help_informants_3	~Para activar a un informante, haz clic en el botón que dice Inactivo (pasará a decir Activo al resaltarlo) y espera a que sea escoltado a la oficina de seguridad. Después te mostrará una cantidad de contrabando oculto, las reputaciones de los reclusos y los objetivos de asesinato potenciales en función de la zona que cubra.\n\n
buildtoolbar_popup_help_informants_4	^Consejos
buildtoolbar_popup_help_informants_5	- Si activas a un informante y realizas registros basándote en la información que te proporcione, aumentarás su nivel de sospecha. Si sube demasiado, podría experimentar algún que otro problema...
buildtoolbar_popup_help_informants_6	- Puedes despedir a un informante haciendo clic en la "X" junto a su botón de activación.
