
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Yeni
buildtoolbar_popup_uts_powerstation	Hapishanende kullanılacak elektriği üretir. Güç ihraç etmek için bir Transformatöre de bağlanabilir
buildtoolbar_popup_uts_capacitor	Bir elektrik santrali yanına yerleştirilince üretilen elektrik miktarını artırır.
buildtoolbar_popup_uts_electricalcable	Elektriği hapishane çevresine dağıtır.
buildtoolbar_popup_uts_powerswitch	Bağlı olan herhangi bir kabloya elektriği iletir.\n\nAçık/kapalı konuma getirmek için sağ tuşa tıkla.
buildtoolbar_popup_uts_waterpumpstation	Hapishanene su kaynağı sağlar.
buildtoolbar_popup_uts_pipevalve	Bağlı olan herhangi bir boruya su iletir.
buildtoolbar_popup_uts_pipelarge	Büyük miktarda suyu hapishane çevresine dağıtır. Muhtemelen bok kokusu içinde 500 m boyunca emeklenebilecek kadar büyük.\n\nNbEviye, duş başlığı vs. bağlamak için genelde kullanılmaz. Basınç çok yüksektir, bunun için bir küçük boru kullan.
buildtoolbar_popup_uts_pipesmall	Tuvalet, duş, eviye v.b. Öğelerini büyük boru ağına bağlamak için kullanılır. Basınç çok düşük, bu yüzden sınırlı bir uzunluk var ve basınç çok düşük olmadan kısa borunun kaldırabileceği sınırlı bir uzunluk var.
buildtoolbar_popup_uts_cctv	Gardiyanların her an her yerde olmasına gerek kalmadan hapishaneyi gözetle.\n\nCCTV Monitörünün çalışması için ona bir kamera bağlamalısın.
buildtoolbar_popup_uts_cctvmonitor	Bir Güvenlik Odasına inşa edilmek ve bir Gardiyan tarafından çalıştırılmak üzere tasarlanmıştır. Hapishanendeki CCTV kameralarını uzaktan izler.\n\nBağlantı aracını kullanarak bu monitörü CCTV kameralarına bağla.\n\nNot: Aynı anda en fazla sekiz kamera görüntülenebilir. Eğer sekiz kameradan fazlasını bağlarsan, monitör kameralar arası geçiş yaparak sadece kısmi kapsama verir.
buildtoolbar_popup_uts_DoorControlSystem	Bir Güvenlik Odasına inşa edilmek ve bir Gardiyan tarafından çalıştırılmak üzere tasarlanmıştır. Hapishanendeki kapıları uzaktan açmak için kullanılabilir\n\nBağlantı aracını kullanarak bu sistemi Kapı Servolarına bağla.. Kapı Servoları, uzaktan kontrol etmek istediğin kapılara yerleştirilmelidir.\n\nNot: Bunu istediğin kadar Servoya bağlayabilirsin, ancak sistemi çalıştıran Gardiyan saniyede en fazla iki kapı açabilir.
buildtoolbar_popup_uts_phonemonitor	Bir Güvenlik Odasına inşa edilmek ve bir Gardiyan tarafından çalıştırılmak üzere tasarlanmıştır Mahkumların tüm telefon aramalarını izlemeni sağlar, böylece planlanan yasadışı faaliyetleri öğrenebilirsin.\n\nBağlantı aracını kullanarak bu sistemi Telefon Kulübelerine bağla.
buildtoolbar_popup_uts_Servo	Uzaktan kontrol etmek istediğin bir kapıya servo yerleştir. Motor dişlilerinin kapının üstünde olduğundan emin ol.\n\nYerleştirildiğinde, bir Kapı Kontrol Sistemi veya bir Kapı Zamanlayıcısı ile Servo çalıştığında kapı açılacaktır.\n\nServolar birbiriyle zincirleme bağlanabilir, böylece ilk kapı açıldığında sonrakileri de çalıştıracaktır.
buildtoolbar_popup_uts_LogicCircuit	Sadece gelişmiş mimarlar.\n\nGirdilere göre mantıksal işlemi uygulayan ve buna göre çıktıyı ayarlayan basit bir devre kutusu.\n\nKullanılabilen işlemler: Ve / Veya / Yok / Ve Değil / Ne De / Xor\nMantıksal işlemler arasında geçiş yapmak için sağ tıkla.
buildtoolbar_popup_uts_LogicBridge	Sadece gelişmiş mimarlar.\n\nGelen sinyali alır ve aynı kareye yerleştirilmiş Elektrik Kablosuna köprü yapar. Bu Elektrik Kablosu, aynı Elektrik Kablosuna yerleştirilmiş diğer bir Mantıksal Devreye sinyali iletecektir.\n\nSıradan bir sinyali tüm hapishaneye 'yaymak' için kullanılabilir, örn. sıradan bir Saat sinyalini iletmek için kullanışlıdır.
buildtoolbar_popup_uts_DoorTimer	Günün belirli saatlerinde kapıları otomatik olarak açmak için kullanılabilir.\n\nBağlantı aracını kullanarak bu zamanlayıcıyı Kapı Servolarına bağla.
buildtoolbar_popup_uts_Wire	Uzaktan erişim sistemlerini birbirine bağla.
buildtoolbar_popup_uts_showallwires	Hapishanendeki tüm bağlanmış kabloları gösterir.
buildtoolbar_popup_uts_remotedoor	Bir anahtar ile açılabilen güçlü bir metal kapı (Sadece uzaktan açılabilir). Bir Mahkum, Hapis Anahtarlarını eline geçirdiğinde toplu firar olaylarını önlemek için bu kullanılır.
buildtoolbar_popup_uts_dismantleutility	Hapishanenden bir araç nesnesini kaldır.
buildtoolbar_popup_uts_pressurepad	Bir şeyler pedin üzerinde olduğunda bağlantılı nesnelere bir sinyal gönderir.
buildtoolbar_popup_uts_statuslight	Sinyale bağlı olarak kırmızı veya yeşil yanar.

buildtoolbar_popup_autolights_name	Otomatik Işıklar
buildtoolbar_popup_autolights	Otomatik Işık Yerleştirme
buildtoolbar_popup_autolights_desc	Işıklar seçildiğinde, yeni oluşturulan binalara otomatik olarak yerleştirilir.

buildtoolbar_contraband_source	Hapishanende kaçak malların çalınabileceği yerleri gösterir.
buildtoolbar_contraband_day	Son 24 saat içinde el konulan tüm kaçak malları gösterir. İkonlar, kaçak mallara nerede el konulduğunu gösterir.
buildtoolbar_contraband_week	Son 7 gün içinde el konulan tüm kaçak malları gösterir. İkonlar, kaçak mallara nerede el konulduğunu gösterir.
buildtoolbar_contraband_alltime	Mahkumunun geçmişinde el konulan tüm kaçak malları gösterir. İkonlar, kaçak mallara nerede el konulduğunu gösterir.
buildtoolbar_contraband_stolenfrom	Son 7 gün içindeki tüm kaçak malları gösterir. İkonlar, kaçak malın nereden çalındığını ya da hapishaneye nereden gizlice sokulduğunu gösterir.
buildtoolbar_contraband_informants	Gizli muhbir tarafından toplanılan bilgileri gösterir.
buildtoolbar_contraband_gangs	Hapishanendeki çeteler hakkında bilgiler gösterir.

buildtoolbar_deployment_Guards	Mahkumları hapishanenin bölgelerine ata.
buildtoolbar_deployment_Patrols	Devriye güzergahları oluşturmak için tıkla ve sürükle\n\nBir gardiyanı devriye güzergahına atamak için mevcut bir devriye karesine tekrar tıkla.\nGardiyan devriyelerini temizlemek için sağ tuş tıkla ve sürükle.
buildtoolbar_deployment_DogPatrols	Devriye güzergahları oluşturmak için tıkla ve sürükle\n\nBir bekçi köpeğini devriye güzergahına atamak için mevcut bir devriye karesine tekrar tıkla.\nBekçi Köpeği devriyelerini temizlemek için sağ tuş tıkla ve sürükle.
buildtoolbar_deployment_ArmedPatrols	Devriye güzergahları oluşturmak için tıkla ve sürükle\n\nBir silahlı gardiyanı devriye güzergahına atamak için mevcut bir devriye karesine tekrar tıkla.\nSilahlı Gardiyan devriyelerini temizlemek için sağ tuş tıkla ve sürükle.
buildtoolbar_deployment_SharedZone	Tüm mahkumlar için bu bölgeye izin verilecek.
buildtoolbar_deployment_MinSecZone	Bu bölgeye sadece minimum güvenlikli mahkumların girmesine izin verilecek.
buildtoolbar_deployment_MedSecZone	Bu bölgeye sadece orta güvenlikli mahkumların girmesine izin verilecek.
buildtoolbar_deployment_MaxSecZone	Bu bölgeye sadece maksimum güvenlikli mahkumların girmesine izin verilecek.
buildtoolbar_deployment_ProtectedZone	Bu bölgeye sadece 'korumalı gözaltı' mahkumlarının girmesine izin verilecek.
buildtoolbar_deployment_SuperMaxZone	Bu bölgeye sadece 'Süper Güv' mahkumların girmesine izin verilecek.
buildtoolbar_deployment_DeathRowZone	Bu bölgeye sadece 'ölüm hücresi' mahkumlarının girmesine izin verilecek.
buildtoolbar_deployment_StaffOnlyZone	Bu bölgeye sadece personelin girmesine izin verilecek.
buildtoolbar_deployment_UnlockedZone	Bu bölgeye herkesin girmesine izin verilecek ve tüm kapılar kilitlenecek.
buildtoolbar_deployment_accessonly	İnsanlar, hapishanenin çevresindeki diğer yollardan geçmeyi tercih ederek mümkünse Özel Erişim bölgelerinden kaçınmaya çalışacaktır.
buildtoolbar_deployment_prisonerdirection	Zemin işareti çizmek için tıklayıp sürükle.\n\nBu işaretle mahkumlarına hangi yoldan gitmeleri gerektiğine dair bir ipucu vermiş olursun.\nHapishanendeki kalabalığın akışını kontrol etmene yardımcı olur.
buildtoolbar_deployment_staffdirection	Zemin işareti çizmek için tıklayıp sürükle.\n\nBu işaretle mahkum olmayan kişilere hangi yoldan gitmeleri gerektiğine dair bir ipucu vermiş olursun.\nHapishanendeki kalabalığın akışını kontrol etmene yardımcı olur.

buildtoolbar_quickbuild_clone	Klon aracı, kopyalamak için hapishanendeki bir alanı seçmene ve ardından o alanı tekrar yerleştirmene imkân tanır. Klon aracını seçerek, Sağ Fare tuşuna basılı tut ve kopyalamak istediğin alanı sürükle. Ardından, o alanın bir kopyasının inşasını sıraya almak için hapishane içinde herhangi bir yere Sol Tıkla. Seçili alanlar özel yerler olarak kaydedilebilir.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	Gıda Dağıtımı görünümü, hangi hücre bloklarına hangi kantinlerin hizmet verdiğini ve hangi mutfakların hangi kantinlere yiyecek tedarik ettiğini gösterir. Hâlihazırda aktif olan mutfak ve kantinlerin mevcut arz ve taleplerini de görebilirsin (pişirme işlemi, bir sonraki Öğün'den 4 saat önce başlar).
buildtoolbar_popup_help_targettingfood_2	~Bir hücre bloğuna Sol Tıkla ve ardından bir kantine Sol Tıklayarak seçili hücre bloğunun o Kantini kullanmasını sağla. Hangi mutfakların hangi kantinleri hedeflediğini de aynı şekilde değiştirebilirsin. Bir alana Sağ Tıklamak, hedefinin sıfırlanarak varsayılan moduna dönmesini sağlar.\n\n
buildtoolbar_popup_help_targettingfood_3	~Sol Tıklarken Shift tuşuna basılı tutmak, çoklu oda hedeflemene izin verir.\n\n
buildtoolbar_popup_help_targettingfood_4	^İpuçları
buildtoolbar_popup_help_targettingfood_5	- Bir Hücre Bloğunun ya da Mutfağın bir kantini istediğin gibi hedeflemediğini görürsen, sıfırlamak için Sağ Tıklamayı dene.
buildtoolbar_popup_help_targettingfood_6	- Bir Öğün esnasında kantine yapılan Tedarik'in tam olarak doldurmadığını fark edersen, bu durum aşırı dolu olduğunu gösteren iyi bir işarettir ve daha fazla yemek pişirebilmen gerekir.

buildtoolbar_popup_help_targettinglaundry_1	Çamaşırhane Dağıtımı görünümü, hangi hücre bloklarının, koğuşların ve resepsiyonların hangi çamaşırhane odaları tarafından hedeflendiğini gösterir.\n\n
buildtoolbar_popup_help_targettinglaundry_2	~Bir Çamaşırhaneye Sol Tıklamak ve ardından bir hücre bloğuna, koğuşa ya da resepsiyona Sol Tıklamak, o çamaşırhanenin o odaya hizmet vermesini sağlar. Çok sayıda oda hedeflemek için Shift tuşuna basılı tut.
buildtoolbar_popup_help_targettinglaundry_3	~Bir Çamaşırhaneye Sağ Tıklamak, hedefinin sıfırlanarak varsayılan moduna dönmesini sağlar. \n\n
buildtoolbar_popup_help_targettinglaundry_4	^İpuçları
buildtoolbar_popup_help_targettinglaundry_5	Çamaşırhane odaları, istediğiniz sayıda farklı odayı hedefleyebilir, ancak (boyutlarına ve orada çalışan Mahkum ve Hademe sayısına bağlı olarak) ne kadar hızlı iş çıkarabilecekleri sınırlıdır. Tek bir çamaşırhanenin büyük bir hapishaneye tek başına hizmet vermesi işe yarayabilir ancak odalar kıyafetlerini düzensiz aralıklarla alacaktır.

buildtoolbar_popup_help_roomquality_1	Oda Kalitesi görünümü, 0 ila 10 arasında derecelendirilir ve hapishanendeki tüm hücre ve koğuşların kalitesini gösterir; daha yüksek rakam, daha iyi bir kalite anlamına gelir. Fareyi bir oda üzerine getirmek, odanın kalitesini belirleyen faktörleri ve o kaliteyi artırmak için ekleyebileceğin şeyleri gösterecektir.\n\n
buildtoolbar_popup_help_roomquality_2	^İpuçları
buildtoolbar_popup_help_roomquality_3	- Mahkumlar, zaman içinde iyi davranış göstererek daha kaliteli bir hücreye geçme hakkı elde eder. Daha kaliteli hücrelere sahip olmak, iyi davranışı teşvik etmek için iyi bir yöntemdir.
buildtoolbar_popup_help_roomquality_4	- Hapishanende birkaç düşük kaliteli hücrenin bulunması önemlidir çünkü hapishaneye yeni gelenlerin gidecek bir yere ihtiyacı vardır ve tüm mevcut hücreler çok yüksek kalitede olursa kendilerini nezarethanede bulabilir.
buildtoolbar_popup_help_roomquality_5	- Eğer hiç boş yer kalmadıysa mahkumlar hak ettiklerinden daha kaliteli bir hücreye konulabilir ancak bu diğer mahkumları mutsuz edebilir...

buildtoolbar_popup_help_jobs_1	Hapishane İşçiliği görünümü, hangi odaların çalışmak üzere atanmış mahkumlara sahip olabileceğini ve o anda odalara kaç mahkumun atanmış olduğunu gösterir.\n\n
buildtoolbar_popup_help_jobs_2	~Çalışma slotu eklemek için bir odaya Sol Tıkla. Her bir çalışma slotu, çalışma süresi esnasında bir mahkumla potansiyel olarak doldurulabilir. Bir slotu iptal etmek için odaya Sağ Tıkla.\n\n
buildtoolbar_popup_help_jobs_3	^İpuçları
buildtoolbar_popup_help_jobs_4	- Mutfakta veya atölyede çalışmak gibi bazı işler, mahkumun önce bir eğitim kursundan geçmesini gerektirir. Bu kursları, rapor penceresinin Programlar sekmesinden yönetebilirsin.
buildtoolbar_popup_help_jobs_5	- Çalışan mahkumlara, çalıştıkları her saat için küçük bir meblağ ödenir. Maksimum sayıda iş dağıtmak çok da iyi bir fikir olmayabilir; mahkumlar, yapacak işleri olmasa dahi ödeme alır.

buildtoolbar_popup_help_source_1	Tehlikeler görünümü, bir mahkumun hapishanendeki her bir odadan çalabileceği kaçak malları gösterir. Ayrıca, sağ tarafta her tipteki kaçak malın arz ve talebini görebilirsin. Eğer özel türden bir kaçak malın talebi arzından fazlaysa, özellikle de kendileri için çok büyük bir ihtiyaç mevcutsa, mahkumun onu çalmaya çalışma ihtimali daha yüksektir.\n\n
buildtoolbar_popup_help_source_2	^İpuçları
buildtoolbar_popup_help_source_3	- Kaçak mal kaynağı olan tüm odalara mahkumların erişiminin olması gerekmez ve onların bu odalara erişimi kısıtlanabilir veya tamamen engellenebilir.
buildtoolbar_popup_help_source_4	- Burada, hapishanendeki hangi odalardan kaçak mal çalınabileceği gösterilirken, mahkumların ihtiyaçları olan şeyi almalarının tek yolu odalar değildir...

buildtoolbar_popup_help_contraband_title	Kaçak Mal
buildtoolbar_popup_help_contraband_1	Kaçak Mal görünümü, ya son gün içerisinde ya da geçen hafta boyunca hapishanende bulunan tüm kaçak malları ve bunların nerede ele geçirildiklerini gösterir.\n\n
buildtoolbar_popup_help_contraband_2	~Özel bir kaçak malın üstüne fareyi sürükleyerek, mahkumun en başta onu nasıl ele geçirdiği ve bulunmadan önce nereye gittiği gibi kaçak malın geçmişi hakkındaki bilgileri görebilirsin.\n\n
buildtoolbar_popup_help_contraband_3	^İpuçları
buildtoolbar_popup_help_contraband_4	- Çok sayıda kaçak malın az sayıda yerden giriş yaptığını öğrenirsen, bu bölgelerin güvenliğini güçlendirme zamanı gelmiş olabilir.
buildtoolbar_popup_help_contraband_5	- Farklı türdeki kaçak mallar, farklı biçimlerde tespit edilir. Örneğin Bekçi Köpekleri, güçlü kokuları olan şeyleri tespit etmede çok iyidir.

buildtoolbar_popup_help_informants_1	Muhbirler görünümü sana, mevcut Gizli Muhbirlerinin yerini gösterir. Ayrıca potansiyel GM'ler de, genellikle Tecrit hücresindeyken, sarıyla işaretlenir.\n\n
buildtoolbar_popup_help_informants_2	~Bir Gizli Muhbir görevlendirmek için, potansiyel bir GM bul, sabıka kayıtlarındaki Deneyim sekmesine git ve Muhbir Görevlendir düğmesine tıkla.\n\n
buildtoolbar_popup_help_informants_3	~Bir muhbiri etkinleştirmek için, Boşta yazan düğmeye tıkla (seçtiğinde Aktif olarak yanıp sönecek), ardından Güvenlik Ofisine kadar eşlik edilmesi için bekle. Görev alanlarına bağlı olarak sana bazı gizli kaçak malları, mahkum ünlerini ve potansiyel suikast hedeflerini gösterecekler.\n\n
buildtoolbar_popup_help_informants_4	^İpuçları
buildtoolbar_popup_help_informants_5	- Bir muhbiri etkinleştirmek ve size verdikleri bilgiler temelinde aramalar yapmak, şüphelenme seviyesini artıracaktır. Eğer çok yüksek olursa, başları belaya girebilir...
buildtoolbar_popup_help_informants_6	- Bir muhbiri, aktivasyon düğmesinin yanındaki "X" düğmesine tıklayarak görevden alabilirsin.

buildtoolbar_popup_help_utilities_1	Yardımcı Birimler görünümü, hapishanenin altındaki çeşitli bağlantıları gösterir. Elektrik kabloları ve su boruları oluşturabilirsin, ayrıca kabloları kullanarak çeşitli öğeler arasında bağlantı kurabilirsin.\n\n
buildtoolbar_popup_help_utilities_2	~Elektrik kabloları veya borular oluştururken, Sol Fare tuşuna basılı tut ve bağlantı kurmak istediğin iki nokta arasında sürükle. Sağ tıklamak, kablo ve boruların yerleştirilmesi için bekleyen görevleri iptal eder.\n\n
buildtoolbar_popup_help_utilities_3	~Kablo kullanarak nesneleri bağlarken (ör. CCTV Monitörü ya da CCTV Kamerası), ilk nesneye Sol Tıkla ve ardından bağlamak istediğin nesneye Sol Tıkla. Shift tuşuna basılı tutarak, çok sayıda nesneyi bağlayabilirsin.\n\n
buildtoolbar_popup_help_utilities_4	^İpuçları
