
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nieuw
buildtoolbar_popup_uts_pipelarge	Verdeelt een grote hoeveelheid water in je gevangenis, onder hoge druk. Is waarschijnlijk net groot genoeg zodat een gevangene naar de vrijheid kan kruipen door 500 meter stront.\n\nLet op: wordt over het algemeen niet gebruikt om aangesloten te worden op gootstenen, douchekoppen enzovoorts vanwege de enorm hoge druk. Daar moet je een kleine leiding voor gebruiken.
buildtoolbar_popup_uts_pipesmall	Wordt gebruikt om voorwerpen als wc's, douches, gootstenen enzovoorts aan te sluiten op je grote leidingen. De druk in deze leidingen ligt veel lager, dus de leidingen kunnen niet te lang worden anders wordt de druk te laag.
buildtoolbar_popup_uts_cctv	Hou je gevangenis in de gaten zonder dat je overal bewakers moet plaatsen.\n\nJe moet een monitor aansluiten op deze bewakingscamera.
buildtoolbar_popup_uts_cctvmonitor	Speciaal ontworpen voor beveiligingsruimtes en moet bediend worden door een bewaker. Toont de beelden van de bewakingscamera's in je gevangenis.\n\nGebruik het hulpmiddel 'Verbinden' om deze monitor aan te sluiten op je camera's.\n\nLet op: je kunt maximaal acht camera's tegelijkertijd bekijken. Als je meer dan acht camera's aansluit, zal de monitor ze afwisselend bekijken zodat je maar deels zicht hebt op wat er gebeurt.
buildtoolbar_popup_uts_DoorControlSystem	Speciaal ontworpen voor beveiligingsruimtes en moet bediend worden door een bewaker. Kan op afstand deuren in je gevangenis openen.\n\nGebruik het hulpmiddel 'Verbinden' om dit systeem aan te sluiten op je Deur Servos. Plaats de Deur Servos boven de deuren die je op afstand wilt bedienen.\n\nLet op: je kunt zoveel mogelijk Servos aansluiten als je wilt, maar de bewaker die het systeem bedient, kan maximaal twee deuren per seconde openen.
buildtoolbar_popup_uts_phonemonitor	Speciaal ontworpen voor beveiligingsruimtes en moet bediend worden door een bewaker. Hiermee kun je alle uitgaande telefoongesprekken van gevangenen afluisteren. Zo hoor je meteen of er illegale activiteiten worden gepland.\n\nGebruik het hulpmiddel 'Verbinden' om dit systeem aan te sluiten op je telefoonhokjes.
buildtoolbar_popup_uts_Servo	Plaats een Servo boven de deur die je op afstand wilt bedienen. Plaats het tandwiel recht boven de deur.\n\nZodra het systeem geplaatst is, zal de deur openen als de Servo geactiveerd is (meestal door een deursysteem of een deurentimer).\n\nServos kunnen worden gekoppeld zodat wanneer de eerste deur opent, de rest ook opengaat.
buildtoolbar_popup_uts_LogicCircuit	Alleen voor geavanceerde architecten.\n\nEen eenvoudige stroomonderbreker die functioneert op basis van de invoer en daar de uitvoer op afstemt.\n\nBeschikbare operaties: And / Or / Not / Nand / Nor / Xor\n\nKlik met rechts om door de logische operaties te bladeren.
buildtoolbar_popup_uts_LogicBridge	Alleen voor geavanceerde architecten.\n\nGebruikt het inkomende signaal en converteert het in een signaal voor een elektrische kabel dat in hetzelfde vakje is geïnstalleerd. Die elektrische kabel draagt het signaal over naar andere logische poorten die zijn aangesloten op dezelfde elektrische kabel.\n\nKan worden gebruikt om een signaal 'uit te zenden' in de hele gevangenis. Komt bijvoorbeeld van pas om een universeel kloksignaal door te geven.
buildtoolbar_popup_uts_DoorTimer	Kan automatisch en op gezette tijden deuren in je gevangenis openen.\n\nGebruik het hulpmiddel 'Verbinden' om deze timer aan te sluiten op je Deur Servos.
buildtoolbar_popup_uts_Wire	Sluit je op afstand bestuurbare systemen op elkaar aan.
buildtoolbar_popup_uts_showallwires	Laat elke aansluiting in je gevangenis zien.
buildtoolbar_popup_uts_remotedoor	Een sterke, metalen deur die niet geopend kan worden met een sleutel (kan alleen op afstand geopend worden). Gebruik dit systeem om te voorkomen dat grote groepen gevangenen ontsnappen als een gevangene sleutels heeft bemachtigd.
buildtoolbar_popup_uts_dismantleutility	Verwijder een voorziening uit je gevangenis.
buildtoolbar_popup_uts_pressurepad	Stuurt een signaal naar aangesloten voorwerpen als er iets op het drukpad staat.
buildtoolbar_popup_uts_statuslight	Wordt rood of groen, afhankelijk van het ontvangen signaal.

buildtoolbar_popup_autolights_name	Autom. lampen
buildtoolbar_popup_autolights	Plaatsing autom. lampen
buildtoolbar_popup_autolights_desc	Wanneer deze optie geselecteerd is, zullen lampen automatisch in je nieuwe gebouwen geplaatst worden zodra ze klaar zijn.

buildtoolbar_contraband_source	Toont alle locaties in je gevangenis waar smokkelwaar kan worden gestolen.
buildtoolbar_contraband_day	Toont alle smokkelwaar die de afgelopen 24 uur in beslag is genomen. De pictogrammen geven aan waar de smokkelwaar in beslag is genomen.
buildtoolbar_contraband_week	Toont alle smokkelwaar die de afgelopen 7 dagen in beslag is genomen. De pictogrammen geven aan waar de smokkelwaar in beslag is genomen.
buildtoolbar_contraband_alltime	Geeft alle smokkelwaar weer die ooit in je gevangenis in beslag is genomen. De pictogrammen geven aan waar de smokkelwaar in beslag is genomen.
buildtoolbar_contraband_stolenfrom	Geeft alle smokkelwaar weer van de afgelopen 7 dagen. De pictogrammen geven aan waar de smokkelwaar is gestolen of de gevangenis in is gesmokkeld.
buildtoolbar_contraband_informants	Toont informatie die verzameld is door je vertrouwelijke informanten.
buildtoolbar_contraband_gangs	Geeft informatie over de benden in je gevangenis.

buildtoolbar_deployment_Guards	Wijs bewakers toe aan bepaalde sectoren in je gevangenis.
buildtoolbar_deployment_Patrols	Klik en sleep om de routes van patrouilles te bepalen.\n\nOm een bewaker toe te voegen aan een route, klik je op een bestaand patrouillevakje,\nKlik met rechts en sleep om de patrouille op te heffen.
buildtoolbar_deployment_DogPatrols	Klik en sleep om de routes van patrouilles te bepalen.\n\nOm een bewaker toe te voegen aan een route, klik je op een bestaand patrouillevakje,\nKlik met rechts en sleep om de patrouille op te heffen.
buildtoolbar_deployment_ArmedPatrols	Klik en sleep om de routes van patrouilles te bepalen.\n\nOm een bewaker toe te voegen aan een route, klik je op een bestaand patrouillevakje,\nKlik met rechts en sleep om de patrouille op te heffen.
buildtoolbar_deployment_SharedZone	Alle gevangenen hebben toegang tot deze sector.
buildtoolbar_deployment_MinSecZone	Alleen gevangenen met minimale beveiliging hebben toegang tot deze sector.
buildtoolbar_deployment_MedSecZone	Alleen gevangenen met gemiddelde beveiliging hebben toegang tot deze sector.
buildtoolbar_deployment_MaxSecZone	Alleen gevangenen met maximale beveiliging hebben toegang tot deze sector.
buildtoolbar_deployment_ProtectedZone	Alleen gevangenen die afgezonderd worden van de rest hebben toegang tot deze sector.
buildtoolbar_deployment_SuperMaxZone	Alleen gevangenen met SuperMax-beveiliging hebben toegang tot deze sector.
buildtoolbar_deployment_DeathRowZone	Alleen gevangenen die in de dodencel zitten hebben toegang tot deze sector.
buildtoolbar_deployment_StaffOnlyZone	Alleen personeelsleden hebben toegang tot deze sector.
buildtoolbar_deployment_UnlockedZone	Iedereen mag deze zone betreden. Alle deuren zijn ontgrendeld.
buildtoolbar_deployment_accessonly	Mensen proberen 'Alleen toegang'-zones zoveel mogelijk te vermijden en geven de voorkeur aan andere routes door de gevangenis.
buildtoolbar_deployment_prisonerdirection	Sleep om bewegwijzering op de vloer te schilderen.\n\nZo zien gevangenen welke kant ze uit moeten gaan.\nHelpt om het menselijk verkeer in je gevangenis te controleren.
buildtoolbar_deployment_staffdirection	Sleep om bewegwijzering op de vloer te schilderen.\n\nZo zien niet-gevangenen welke kant ze uit moeten gaan.\nHelpt om het menselijk verkeer in je gevangenis te controleren.

buildtoolbar_quickbuild_clone	Met de tool Klonen kun je een zone van je gevangenis kopiëren en opnieuw plaatsen. Selecteer Klonen en houd tegelijk de rechtermuisknop ingedrukt. Sleep over een zone die je wilt kopiëren. Klik vervolgens met de linkermuisknop op een andere plaats in de gevangenis om de constructie van de gekopieerde zone in de wachtrij te plaatsen. Geselecteerde zones kunnen worden opgeslagen als aangepaste vakken.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	De weergave Voedseldistributie toont welke celblokken bediend worden door welke kantines, en welke keukens eten voorzien voor welke kantines. Je kunt ook de huidige toevoer en vraag van actieve keukens en kantines zien (het koken begint 4 uur vóór het volgende maaltijdregime).
buildtoolbar_popup_help_targettingfood_2	~Klik op een celblok en dan op een kantine om de geselecteerde celblok te dwingen om die kantine te gebruiken. Je kunt op die manier ook wijzigen welke keukens koken voor welke kantines. Rechtsklik op een zone om de instellingen weer naar standaard te wijzigen.\n\n
buildtoolbar_popup_help_targettingfood_3	~Houd Shift ingedrukt en klik om meerdere kamers aan te duiden.\n\n
buildtoolbar_popup_help_targettingfood_4	^Tips
buildtoolbar_popup_help_targettingfood_5	- Als je merkt dat een celblok of keuken niet gekoppeld is aan een kantine zoals je verwacht, kun je rechtsklikken om het opnieuw in te stellen.
buildtoolbar_popup_help_targettingfood_6	- Als je merkt dat je toevoer naar een kantine niet helemaal wordt gevuld tijdens een maaltijd, is deze overladen en moet je meer eten kunnen maken.

buildtoolbar_popup_help_targettinglaundry_1	De weergave Wasdistributie toont je welke celblokken, slaapzalen en recepties gekoppeld zijn aan welke wasserijen.\n\n
buildtoolbar_popup_help_targettinglaundry_2	~Klik op een wasserij en klik vervolgens op een celblok, slaapzaal of receptie om de wasserij aan die ruimte te koppelen. Houd Shift ingedrukt om meerdere kamers te selecteren.
buildtoolbar_popup_help_targettinglaundry_3	~Rechtsklik op een wasserij om de instelling weer naar standaard te wijzigen. \n\n
buildtoolbar_popup_help_targettinglaundry_4	^Tips
buildtoolbar_popup_help_targettinglaundry_5	Wasserijen kunnen gekoppeld zijn aan zoveel verschillende ruimtes als je wilt, maar ze zijn beperkt in snelheid (afhankelijk van hun grootte en het aantal gevangenen of conciërges dat er werkt). Je kunt maar één wasserij hebben voor een hele grote gevangenis, maar elke cel zal zeer sporadisch schone was ontvangen.

buildtoolbar_popup_help_roomquality_1	De weergave Celkwaliteit geeft de kwaliteit weer van alle cellen en slaapzalen in je gevangenis met een score van 0 tot en met 10. Hoe hoger het cijfer, hoe hoger de kwaliteit. Ga met je muis boven een cel staan om te zien welke factoren de kwaliteit bepalen en wat je kunt toevoegen om de kwaliteit te verhogen.\n\n
buildtoolbar_popup_help_roomquality_2	^Tips
buildtoolbar_popup_help_roomquality_3	- Gevangenen hebben na een periode van goed gedrag recht op een cel van hogere kwaliteit. Het is goed om cellen van hogere kwaliteit beschikbaar te hebben om goed gedrag te belonen.
buildtoolbar_popup_help_roomquality_4	- Het is ook belangrijk om enkele cellen van lage kwaliteit in je gevangenis te hebben. Nieuwkomers hebben een plek nodig en als alle beschikbare cellen van te hoge kwaliteit zijn, moeten ze in een Houdcel gezet worden.
buildtoolbar_popup_help_roomquality_5	- Als er geen andere plaats beschikbaar is, kunnen gevangenen in een cel geplaatst worden die hoger is van kwaliteit dan ze verdienen. Maar dit kan andere gevangenen ontevreden stemmen...

buildtoolbar_popup_help_jobs_1	De weergave Gevangenisarbeid toont je in welke kamers je gevangenen aan het werk kunt zetten en hoeveel gevangenen er momenteel werken.\n\n
buildtoolbar_popup_help_jobs_2	~Klik op een kamer om een werkdienst toe te voegen. Elke werkdienst kan tijdens een werkregime worden ingevuld door een gevangene. Rechtsklik op een kamer om een dienst te verwijderen.\n\n
buildtoolbar_popup_help_jobs_3	^Tips
buildtoolbar_popup_help_jobs_4	- Voor sommige taken, zoals in de keuken of werkplaats werken, moet de gevangene eerst een opleiding volgen. Deze opleidingen regel je via de tab Programma's van je rapportvenster.
buildtoolbar_popup_help_jobs_5	- Werkende gevangenen krijgen een kleine vergoeding per uur dat ze gewerkt hebben. Het is geen goed idee om het maximumaantal werktaken toe te wijzen, want gevangenen worden zelfs betaald als er niets meer te doen is.

buildtoolbar_popup_help_source_1	In de weergave Gevaren zie je welke smokkelwaar een gevangene kan stelen uit elke kamer in je gevangenis. Aan de rechterkant zie je ook de toevoer van en vraag naar elk soort smokkelwaar. Als de vraag naar een bepaalde soort smokkelwaar hoger is dan de toevoer, vergroot de kans dat een gevangene het zal stelen, zeker als ze er zelf dringend behoefte aan hebben.\n\n
buildtoolbar_popup_help_source_2	^Tips
buildtoolbar_popup_help_source_3	- Niet alle kamers waar smokkelwaar gestolen kan worden, moeten open zijn voor gevangenen. Je kunt de toegang tot deze kamers dus beperken of helemaal afsluiten.
buildtoolbar_popup_help_source_4	- Hier kun je zien in welke kamers gevangenen smokkelwaar kunnen stelen, maar kamers zijn niet de enige manier voor gevangenen om te krijgen wat ze nodig hebben...

buildtoolbar_popup_help_contraband_title	Smokkelwaar
buildtoolbar_popup_help_contraband_1	In de weergave Smokkelwaar zie je alle smokkelwaar die in je gevangenis is gevonden in de afgelopen dag of week, en waar die is gevonden.\n\n
buildtoolbar_popup_help_contraband_2	~Ga op een stuk smokkelwaar staan met de muis om de geschiedenis te bekijken, onder andere hoe de gevangene het heeft verkregen en waar het is geweest voor je het vond.\n\n
buildtoolbar_popup_help_contraband_3	^Tips
buildtoolbar_popup_help_contraband_4	- Als je merkt dat er veel smokkelwaar komt uit relatief weinig plaatsen, moet je de beveiliging op die plaatsen misschien wat verhogen.
buildtoolbar_popup_help_contraband_5	- Verschillende soorten smokkelwaar worden op verschillende manieren opgespoord. Waakhonden zijn bijvoorbeeld goed in het detecteren van dingen met een sterke geur.

buildtoolbar_popup_help_informants_1	De weergave Informanten bevat een lijst met je vertrouwelijke informanten. Potentiële informanten worden in geel aangeduid en zitten meestal in je isoleercellen.\n\n
buildtoolbar_popup_help_informants_2	~Als je een informant wilt rekruteren, zoek je een potentiële informant, ga je naar de tab Ervaring van hun strafblad en klik je op Informant rekruteren.\n\n
buildtoolbar_popup_help_informants_3	~Als je de informant wilt activeren, klik je op de knop Inactief (deze wordt Actief wanneer je hem aanduidt) en wacht je tot hij wordt begeleid naar het Beveiligingsbureau. Ze zullen je vervolgens een hoeveelheid verborgen smokkelwaar, reputaties van gevangenen en potentiële doelwitten voor moordaanslagen tonen, afhankelijk van hun gebied.\n\n
buildtoolbar_popup_help_informants_4	^Tips
buildtoolbar_popup_help_informants_5	- Door een informant te activeren en zoekacties uit te voeren op basis van hun informatie, verhoog je hun verdenkingsniveau. Als dit te hoog wordt, kunnen ze in de problemen komen...
buildtoolbar_popup_help_informants_6	- Je kunt een informant wegsturen door op de X naast hun activatieknop te klikken.

buildtoolbar_popup_help_utilities_1	De weergave Nutsvoorzieningen toont je de verschillende aansluitingen die onder je gevangenis aanwezig zijn. Je kunt stroomkabels en waterleidingen aanmaken of verschillende items met bedrading aan elkaar verbinden.\n\n
buildtoolbar_popup_help_utilities_2	~ Wanneer je stroomkabels of leidingen aanlegt, houd je de linkermuisknop ingedrukt en sleep je tussen de 2 punten die je wilt verbinden. Rechtsklik om de plaatsing van kabels of leidingen te annuleren.\n\n
buildtoolbar_popup_help_utilities_3	~ Wanneer je apparaten met elkaar wilt verbinden via stroomkabels (bijv. een scherm verbinden aan een bewakingscamera), klik je met de linkermuisknop op het eerste voorwerp en dan op het voorwerp dat je ermee wilt verbinden. Houd Shift ingedrukt om meerdere voorwerpen te verbinden.\n\n
buildtoolbar_popup_help_utilities_4	^Tips
buildtoolbar_popup_help_utilities_5	- Kleine elektrische apparaten, zoals lampen en tv's, worden automatisch op het stroomnet aangesloten als er een stroomkabel in de buurt ligt. Grotere apparaten, zoals wasmachines of waterpompen, moet je direct op de kabel aansluiten.
buildtoolbar_popup_help_utilities_6	- Grote waterleidingen kunnen water vervoeren over een grote afstand, maar kleinere leidingen hebben een korter bereik. Door één grote waterleiding naar een gebouw of zone te leiden en individuele voorwerpen eraan te verbinden met kleinere leidingen, kun je veel geld besparen.
