
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建
buildtoolbar_deployment_Patrols	按一下並拖曳以建立巡邏路線。\n\n要將警衛指派到某條巡邏路線，請再次按一下現有巡邏方陣。\n按滑鼠右鍵可清除警衛巡邏路線。
buildtoolbar_deployment_DogPatrols	按一下並拖曳以建立巡邏路線。\n\n要將警衛指派到某條巡邏路線，請再次按一下現有巡邏方陣。\n按滑鼠右鍵可清除警衛巡邏路線。
buildtoolbar_deployment_ArmedPatrols	按一下並拖曳以建立巡邏路線。\n\n要將警衛指派到某條巡邏路線，請再次按一下現有巡邏方陣。\n按滑鼠右鍵可清除警衛巡邏路線。
buildtoolbar_deployment_SharedZone	允許所有囚犯進入此防區。
buildtoolbar_deployment_MinSecZone	只有最低安全級別囚犯有權進入此防區。
buildtoolbar_deployment_MedSecZone	只有中等安全級別囚犯有權進入此防區。
buildtoolbar_deployment_MaxSecZone	只有最高安全級別囚犯有權進入此防區。
buildtoolbar_deployment_ProtectedZone	只有「保護性監禁」的囚犯有權進入此防區。
buildtoolbar_deployment_SuperMaxZone	只有「超高」安全級別囚犯有權進入此防區。
buildtoolbar_deployment_DeathRowZone	只有「死囚區」囚犯有權進入此防區。
buildtoolbar_deployment_StaffOnlyZone	只有工作人員有權進入此防區。
buildtoolbar_deployment_UnlockedZone	任何人都有權進入此區域，而且所有門都將開啟。
buildtoolbar_deployment_accessonly	如果可以的話，人們在監獄內走動時，會盡量避開「限制進入區」選擇其他路線。
buildtoolbar_deployment_prisonerdirection	按一下並拖曳滑鼠以塗上地板標誌。\n\n這用來提示你的囚犯應該走哪一條路。\n有助於控制監獄裡的人流。
buildtoolbar_deployment_staffdirection	按一下並拖曳滑鼠以塗上地板標誌。\n\n這用來提示非囚犯應該走哪一條路。\n有助於控制監獄裡的人流。

buildtoolbar_quickbuild_clone	複製工具可以讓你選擇想要複製的監獄區域，然後重新放置該區域。選擇複製工具後，按住滑鼠右鍵並拖曳出你想要複製的區域。接著，在監獄其他地方按下左鍵，即可排定該區域的複製工程。選定的區域可以儲存至自訂欄位。

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	「食物分配畫面」顯示哪些牢房區域由哪些食堂供餐，以及食堂由哪間廚房供應食物。你也可以看到目前使用中的廚房和食堂當前的供需狀況（下一餐的前 4 小時開始烹煮）。
buildtoolbar_popup_help_targettingfood_2	~在牢房區塊按左鍵，然後在食堂按左鍵即可強迫此牢房區塊使用該食堂。你也可以用同樣的方式變更食堂所使用的廚房。在區域按右鍵會將其目標重置為預設值。\n\n
buildtoolbar_popup_help_targettingfood_3	~按住 Shift 再按左鍵可以讓你同時選擇多個房間。\n\n
buildtoolbar_popup_help_targettingfood_4	^提示
buildtoolbar_popup_help_targettingfood_5	- 若你發現牢房區塊或廚房沒有按照你所預期分配到食堂，請試著按右鍵強制重設。
buildtoolbar_popup_help_targettingfood_6	- 若你發現用餐時段時你的食堂供應不足，那就是過載的明顯跡象，你必須有能力烹煮更多的食物。

buildtoolbar_popup_help_targettinglaundry_1	「洗衣分發畫面」顯示牢房區塊、宿舍和接待處分配的洗衣房。\n\n
buildtoolbar_popup_help_targettinglaundry_2	~在洗衣間按左鍵後於牢房區塊、宿舍或接待處按左鍵即可將洗衣間分配到該房間。按住 Shift 鎖定多個房間。
buildtoolbar_popup_help_targettinglaundry_3	~在洗衣間按右鍵會將其目標重置為預設。\n\n
buildtoolbar_popup_help_targettinglaundry_4	^提示
buildtoolbar_popup_help_targettinglaundry_5	你可以將洗衣間分配至多個房間，但受限於洗衣間的工作速度（根據洗衣間的大小和在此工作的囚犯和清潔工數量）。採用單一洗衣間服務一整個大型監獄是可行的，但每一個房間只會偶爾拿到衣服。

buildtoolbar_popup_help_jobs_1	「監獄勞動畫面」顯示哪些房間可以分配囚犯工作，以及目前分配到該房間工作的囚犯人數。\n\n
buildtoolbar_popup_help_jobs_2	~在房間按左鍵即可增加工作崗位。每一個工作崗位皆可能於勞動時間由一位囚犯填補。按右鍵移除崗位。\n\n
buildtoolbar_popup_help_jobs_3	^提示
buildtoolbar_popup_help_jobs_4	- 某些工作，例如在廚房或工作坊工作，需要監獄先通過培訓課程。你可以從你的報告視窗的課程選項進行培訓。
buildtoolbar_popup_help_jobs_5	- 工作囚犯將依工作時數得到小額的報酬。分配最大工作數量未必是最好的方法，因為即便沒有事情可以做，囚犯仍舊會得到報酬。

buildtoolbar_popup_help_source_1	「危險畫面」顯示你的監獄的每一間房間裡，可能遭囚犯竊取的違禁品。此外，你可以在右邊看到每一類型違禁品的供需狀況。如果某一類型違禁品的需求大於供給，囚犯竊取的可能性就更高，尤其如果是他們自身迫切需要的東西。\n\n
buildtoolbar_popup_help_source_2	^提示
buildtoolbar_popup_help_source_3	- 並非所有違禁品來源的房間需要讓囚犯進出，且您可限制或全面禁止他們進入這些房間的權限。
buildtoolbar_popup_help_source_4	- 雖然此圖顯示了你的監獄中哪些房間可以竊取違禁品，但不代表房間是囚犯取得所需的唯一管道...

buildtoolbar_popup_help_contraband_title	違禁品
buildtoolbar_popup_help_contraband_1	「違禁品畫面」顯示你的監獄昨天或上週查獲的所有違禁品以及找到的地點。\n\n
buildtoolbar_popup_help_contraband_2	~滑鼠懸停在違禁品上可以查看其歷史，包含當初囚犯如何取得該違禁品，以及被查獲前的去處。\n\n
buildtoolbar_popup_help_contraband_3	^提示
buildtoolbar_popup_help_contraband_4	- 若你發現很多違禁品來自同樣幾個地方，或許是時候加強該區域的安全防護。
buildtoolbar_popup_help_contraband_5	- 不同類型的違禁品，會藉由不同方式查獲。例如，警犬善於查出到對牠們來說味道較重的東西。

buildtoolbar_popup_help_informants_1	「線人畫面」顯示你目前的秘密線人名單。此外，潛在的秘密線人會用黃色標出，通常會在你的禁閉牢房出現。\n\n
buildtoolbar_popup_help_informants_2	~若欲招募秘密線人，請先找出潛在秘密線人，然後到他們的犯罪紀錄中的經歷選項並點擊「招募線人」鈕，。\n\n
buildtoolbar_popup_help_informants_3	~若欲啟用線人，點擊「閒置」鈕（當你鼠標移至按鈕上時，按鈕會閃出啟用），並等待他們被護送至保安辦公室。他們會根據他們的活動範圍，告訴你一些隱藏的違禁品、囚犯名聲和潛在的暗殺目標。\n\n
buildtoolbar_popup_help_informants_4	^提示
buildtoolbar_popup_help_informants_5	- 啟用線人並根據他們提供的資訊進行搜查，會讓其他囚犯對他們起疑。若懷疑過甚，他們可能會有麻煩上身...
buildtoolbar_popup_help_informants_6	- 你可以點擊線人啟用鈕旁的「X」 解雇他們。

buildtoolbar_popup_help_utilities_1	「管線畫面 」顯示監獄下方的各種管線連接。你可以建立電纜和水管，並利用電線連接各種項目。\n\n
buildtoolbar_popup_help_utilities_2	~建立電纜或管線時，按住滑鼠左鍵然後在你想要連接的兩個點之間拖曳滑鼠。按右鍵可以取消現有的電纜或管線工程任務。\n\n
buildtoolbar_popup_help_utilities_3	~利用電線連接項目時（例如將監視錄影器連接到攝像機），在第一個物品上按左鍵，然後在你想要連接的物品上按左鍵。按住 Shift 鍵可以讓你一次連接多個物品。\n\n
buildtoolbar_popup_help_utilities_4	^提示
buildtoolbar_popup_help_utilities_5	- 小型電器，例如燈泡和電視，只要附近有電纜，它們就會自動連接到電。大型電器，如洗衣機或水泵，則需要直接連接到電纜。
buildtoolbar_popup_help_utilities_6	- 大型水管可以長程運送水，但小型水管可以更短距離運送。由大型水管連接到建築物或一個區域，再用小水管連接獨立的物品，是一個省錢的好方法。
buildtoolbar_popup_help_utilities_7	-「管線畫面」有繁多事項，尤其是大型監獄。點擊特定的物品可以更清楚顯示相關的連接，讓你看得更清楚。例如，點擊電纜線會讓監獄的所有電纜和物品顯示得更清楚。
buildtoolbar_popup_help_utilities_8	- 若你的監獄有多個發電站，每一個發電站需要有獨立的電纜。如果連接兩個不同發電站的電纜相連接，兩個發電站皆會停止運作。

buildtoolbar_popup_help_guard_1	守衛是監獄最主要的工作人員，負責處理所有事項，從押送新囚犯到他們的牢房、處理打架鬥毆、到搜查違禁品等。\n\n
buildtoolbar_popup_help_guard_2	~選定守衛後，只要在某個地方右鍵，你就可以命令他們移動至監獄裡任何地方。\n\n
buildtoolbar_popup_help_guard_3	^提示
buildtoolbar_popup_help_guard_4	- 守衛可以透過搜查牢房的廁所找到逃獄地道。如果守衛仔細搜查廁所，他們肯定會找到逃獄地道。
buildtoolbar_popup_help_guard_5	- 如果你有一個安全警長，你可以從螢幕上方的資訊欄看到你有多少個閒置的守衛。若你的可用守衛經常是 0，這可能代表你沒有足夠的守衛去負荷目前的工作量。

buildtoolbar_popup_help_workman_1	工人是負責建造監獄、協助卸貨的人，在某些情況下，還會將卸載的貨物運送至監獄各區域。\n\n
buildtoolbar_popup_help_workman_2	^提示
buildtoolbar_popup_help_workman_3	工人大部分是自行運作，但是如果你想要快速完成一個工程，你可以利用「Ctrl+右鍵」將該工程設為高優先。這會使最靠近的工人放下手邊的工作，然後完成你的任務。

buildtoolbar_popup_help_cook_1	廚師為你的囚犯準備食物、清潔用餐區域並將食材運送至廚房。\n\n
buildtoolbar_popup_help_cook_2	^提示
buildtoolbar_popup_help_cook_3	- 確保你有足夠的廚師應付監獄的食物需求非常重要。若你沒有足夠的廚師，他們就無法準備足夠的食物，而你的囚犯就會餓肚子...

buildtoolbar_popup_help_warden_1	監獄長是連接監獄的官僚主義的一環。他們推開官僚之窗，讓你可以研究運用於監獄內的各種新功能。他們有辦公室之後，基本上就會自行管理。

buildtoolbar_popup_help_armedguard_1	武裝警衛隨時隨地攜帶槍械，確保囚犯們安分守己，尤其是那些危險或不守規矩的囚犯。他們抑制周遭所有囚犯，藉此降低囚犯鬧事的可能性。假使他們的生命受到威脅，他們會使用散彈槍，而這通常會使附近所有的囚犯停止鬧事。\n\n
buildtoolbar_popup_help_armedguard_2	~選定武裝警衛後，只要在某個地方右鍵，你就可以命令他們移動至監獄裡任何地方。\n\n
buildtoolbar_popup_help_armedguard_3	^提示
buildtoolbar_popup_help_armedguard_4	- 若啟動「自由開槍」鈕，武裝警衛不會等到生命受到威脅才開槍。他們會直接開槍射擊鬧事的囚犯。
buildtoolbar_popup_help_armedguard_5	- 武裝警衛很難被囚犯擊倒，但若真的發生，他們的散彈槍就任人拿取...

buildtoolbar_popup_help_doctor_1	醫師負責治療囚犯和職員在監獄期間無可避免受到的傷害。他們會醫治傷勢、治療用藥過量的囚犯，並執行戒毒計劃。\n\n
buildtoolbar_popup_help_doctor_2	~選定醫師後，只要在某個地方按右鍵，你就可以命令他們移動至監獄裡任何地方。

buildtoolbar_popup_help_janitor_1	工友負責維持監獄的整潔，也會協助洗衣房的工作。\n\n
buildtoolbar_popup_help_janitor_2	^提示
buildtoolbar_popup_help_janitor_3	- 工友負責的所有工作，工作的囚犯也可以做。若你分配足夠的囚犯到洗衣房和打掃衛生間，你可能僅需少量的工友，甚至完全不需要。

buildtoolbar_popup_help_gardener_1	園丁負責維持監獄戶外空間的整潔、除草和種樹。\n\n
buildtoolbar_popup_help_gardener_2	^提示
buildtoolbar_popup_help_gardener_3	- 若你有林場，園丁就會負責種植你所收到的樹苗。請確保你有足夠的園丁種植所有的樹苗！

buildtoolbar_popup_help_doghandler_1	訓犬員和警犬是成對出現。警犬擅長嗅出強烈氣味的違禁品，如毒品和酒精，也會找出逃獄地道。\n\n
buildtoolbar_popup_help_doghandler_2	~選定訓犬員後，只要在某個地方按右鍵，你就可以命令他們移動至監獄裡任何地方。\n\n
buildtoolbar_popup_help_doghandler_3	^提示
buildtoolbar_popup_help_doghandler_4	- 派訓犬員至某一個區域，警犬就會試圖嗅出可能隱藏在附近的違禁品。
buildtoolbar_popup_help_doghandler_5	- 走在逃獄地道的上方時，警犬會示意，指出其存在。然後會有一個小記號以示之。有時候，就算沒有任何東西，警犬也有可能會示意...
buildtoolbar_popup_help_doghandler_6	- 如果訓犬員被殺死，他們的警犬很可能會發狂並試圖在離開監獄前殺害該殺人犯。

buildtoolbar_popup_help_sniper_1	狙擊手留守於監獄各處的守衛塔，針對鬧事的囚犯發揮強而有力的嚇阻作用，也是阻止逃獄囚犯的最後一道防線。\n\n
buildtoolbar_popup_help_sniper_2	^提示
buildtoolbar_popup_help_sniper_3	- 狙擊手配有強大、長射程的步槍，但僅能顧及他們視線所及的範圍。
buildtoolbar_popup_help_sniper_4	- 狙擊手會鳴槍警告在監獄內鬧事的囚犯。如果囚犯不乖乖就範，他們就會開始直接射擊囚犯。
buildtoolbar_popup_help_sniper_5	- 如果啟動「自由開槍」，或囚犯逃出監獄外，狙擊手就不會鳴槍警告。

buildtoolbar_popup_help_chief_1	警長是負責你的監獄治安的最高負責人。他回報給你監獄的整體氣氛，顯示囚犯鬧事的可能性，同時也可以讓你追蹤目前在監獄內工作的守衛數量。他也可以讓你研究更高階的安全功能，例如警犬或監視錄影器。他們有辦公室之後，基本上就會自行管理。
