
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nouvelle
buildtoolbar_popup_uts_cctv	Gardez l'œil sur toute la prison sans que les gardiens aient à être partout à la fois.\n\nVous devez relier un moniteur de vidéosurveillance à cette caméra pour que celle-ci fonctionne.
buildtoolbar_popup_uts_cctvmonitor	Il doit être placé dans une salle de surveillance et opéré par un gardien. Retransmet à distance les images des caméras de votre prison.\n\nUtilisez l'outil Connecter pour relier ce moniteur à vos caméras de vidéosurveillance.\n\nRemarque : huit caméras au maximum peuvent être visionnées à la fois. Si vous connectez plus de huit caméras, le moniteur alternera entre elles et ne vous fournira qu'une couverture partielle.
buildtoolbar_popup_uts_DoorControlSystem	Il doit être placé dans une salle de surveillance et opéré par un gardien. Il sert à ouvrir les portes de votre prison à distance.\n\nUtilisez l'outil Connecter pour relier ce système aux servomoteurs de vos portes. Ces servomoteurs doivent être construits sur les portes que vous souhaitez contrôler à distance.\n\nRemarque : vous pouvez le relier à autant de servomoteurs que vous le voulez. Le gardien opérant le système ne pourra cependant ouvrir qu'un maximum de deux portes à la seconde.
buildtoolbar_popup_uts_phonemonitor	Il doit être placé dans une salle de surveillance et opéré par un gardien. Il sert à enregistrer tous les appels téléphoniques sortants de vos détenus et peut vous permettre d'obtenir de très importants renseignements sur des activités illégales.\n\nUtilisez l'outil Connecter pour relier ce système à vos cabines téléphoniques.
buildtoolbar_popup_uts_Servo	Placez un servomoteur sur une porte que vous souhaitez contrôler à distance. Assurez-vous que l'engrenage du moteur soit directement placé au-dessus de la porte.\n\nUne fois installé, la porte s'ouvrira au déclenchement du servomoteur : généralement par un système de contrôle des portes, ou par une minuterie de porte.\n\nLes servomoteurs peuvent être enchaînés pour que lorsque le premier s'ouvre, il déclenche les suivants.
buildtoolbar_popup_uts_LogicCircuit	Réservé aux architectes expérimentés.\n\nUn simple boîtier de circuits qui effectue une opération logique selon ses entrées et règle sa sortie en conséquence.\n\nLes opérations suivantes sont disponibles : And / Or / Not / Nand / Nor / Xor\n\nEffectuez des clics droits pour naviguer parmi les opérations logiques.
buildtoolbar_popup_uts_LogicBridge	Réservé aux architectes expérimentés.\n\nPrend le signal entrant et l'étend au câble électrique installé sur la même case. Ce câble électrique transportera le signal jusqu'à tout circuit logique installé sur le même câble électrique.\n\nIl peut être utilisé pour « diffuser » un même signal dans toute la prison. Il peut être utile par exemple pour diffuser un signal d'horloge identique.
buildtoolbar_popup_uts_DoorTimer	Elle peut être utilisée pour ouvrir automatiquement les portes à certaines heures de la journée.\n\nUtilisez l'outil Connecter pour relier cette minuterie aux servomoteurs de portes.
buildtoolbar_popup_uts_Wire	Reliez vos systèmes d'accès à distance.
buildtoolbar_popup_uts_showallwires	Affiche tous les fils connectés de votre prison.
buildtoolbar_popup_uts_remotedoor	Une porte très résistante en métal qui ne peut pas être ouverte avec une simple clef (son ouverture n’est possible qu’à distance). Servez-vous-en pour empêcher une évasion de masse si un détenu vient à s'emparer des clefs.
buildtoolbar_popup_uts_dismantleutility	Démonte un élément du système de plomberie ou du système électrique.
buildtoolbar_popup_uts_pressurepad	Envoie un signal aux objets connectés quand quelque chose passe dessus.
buildtoolbar_popup_uts_statuslight	S'allume en rouge ou en vert, selon le signal reçu.

buildtoolbar_popup_autolights_name	Lumières automatiques
buildtoolbar_popup_autolights	Placement automatique des lumières
buildtoolbar_popup_autolights_desc	Si l'option est activée, des lumières seront automatiquement placées dans vos bâtiments nouvellement terminés.

buildtoolbar_contraband_source	Affiche tous les endroits de votre prison à partir desquels des articles de contrebande pourraient être volés.
buildtoolbar_contraband_day	Affiche tous les articles de contrebande confisqués ces dernières 24 heures. Les icônes vous indiqueront où les articles de contrebande ont été confisqués.
buildtoolbar_contraband_week	Affiche tous les articles de contrebande confisqués ces 7 derniers jours. Les icônes vous indiqueront où les articles de contrebande ont été confisqués.
buildtoolbar_contraband_alltime	Affiche tous les articles de contrebande confisqués dans l'histoire de votre prison. Les icônes vous indiqueront où les articles de contrebande ont été confisqués.
buildtoolbar_contraband_stolenfrom	Affiche tous les articles de contrebande des 7 derniers jours. Les icônes vous indiqueront où les articles de contrebande ont été volés ou introduits dans la prison.
buildtoolbar_contraband_informants	Affiche les renseignements découverts par vos informateurs secrets.
buildtoolbar_contraband_gangs	Affiche des informations sur les gangs de votre prison.

buildtoolbar_deployment_Guards	Affecte des gardiens aux secteurs de votre prison.
buildtoolbar_deployment_Patrols	Cliquez et faites glisser pour établir vos trajets.\n\nPour affecter un gardien à un trajet, cliquez à nouveau sur une case de trajet existant.\nEffectuez un clic droit et faites glisser pour effacer les patrouilles.
buildtoolbar_deployment_DogPatrols	Cliquez et faites glisser pour établir vos trajets.\n\nPour affecter un gardien à un trajet, cliquez à nouveau sur une case de trajet existant.\nEffectuez un clic droit et faites glisser pour effacer les patrouilles.
buildtoolbar_deployment_ArmedPatrols	Cliquez et faites glisser pour établir vos trajets.\n\nPour affecter un gardien à un trajet, cliquez à nouveau sur une case de trajet existant.\nEffectuez un clic droit et faites glisser pour effacer les patrouilles.
buildtoolbar_deployment_SharedZone	Tous les prisonniers pourront entrer dans ce secteur.
buildtoolbar_deployment_MinSecZone	Seuls les prisonniers de basse sécurité pourront entrer dans ce secteur.
buildtoolbar_deployment_MedSecZone	Seuls les prisonniers de moyenne sécurité pourront entrer dans ce secteur.
buildtoolbar_deployment_MaxSecZone	Seuls les prisonniers de haute sécurité pourront entrer dans ce secteur.
buildtoolbar_deployment_ProtectedZone	Seuls les prisonniers en surveillance préventive pourront entrer dans ce secteur.
buildtoolbar_deployment_SuperMaxZone	Seuls les prisonniers de très haute sécurité pourront entrer dans ce secteur.
buildtoolbar_deployment_DeathRowZone	Seuls les condamnés à mort pourront entrer dans ce secteur.
buildtoolbar_deployment_StaffOnlyZone	Seuls les membres du personnel pourront entrer dans ce secteur.
buildtoolbar_deployment_UnlockedZone	Tout le monde pourra entrer dans ce secteur et toutes les portes seront déverrouillées.
buildtoolbar_deployment_accessonly	Les gens auront tendance à éviter les zones à accès limité et à préférer suivre d'autres voies pour se déplacer dans votre prison.
buildtoolbar_deployment_prisonerdirection	Cliquez et faites glisser pour peindre le marquage au sol.\n\nCeci indique à vos prisonniers quelle voie suivre.\nAide à contrôler les flux de déplacement dans votre prison.
buildtoolbar_deployment_staffdirection	Cliquez et faites glisser pour peindre le marquage au sol.\n\nCeci indique aux non-prisonniers quelle voie suivre.\nAide à contrôler les flux de déplacement dans votre prison.

buildtoolbar_quickbuild_clone	L'outil « Clone » vous permet de sélectionner une zone de votre prison et de la copier avant de la placer où vous le souhaitez. Après avoir sélectionné l'outil « Clone », maintenez le bouton droit de la souris enfoncé et faites glisser la zone que vous souhaitez copier. Puis faites un clic gauche ailleurs dans la prison pour ajouter la construction de la copie de cette zone dans la file d'attente. Les zones choisies peuvent être sauvegardées en tant que créneaux personnalisés.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	La vue « Distribution de nourriture » vous montre quelles cantines servent quels blocs cellulaires, et quelles cuisines fournissent quelles cantines. Vous pouvez également voir l'état de l'offre et de la demande en temps réel des cuisines actuellement actives (la préparation commence quatre heures avant le service).
buildtoolbar_popup_help_targettingfood_2	~Faites un clic gauche sur un bloc cellulaire, puis un autre clic gauche sur une cantine pour forcer ce bloc cellulaire à utiliser cette cantine. Vous pouvez également modifier les cuisines qui servent les cantines de la même manière. Faites un clic droit sur une zone pour réinitialiser son organisation.\n\n
buildtoolbar_popup_help_targettingfood_3	~Maintenir la touche Maj enfoncée tout en faisant un clic gauche vous permettra de cibler plusieurs salles.\n\n
buildtoolbar_popup_help_targettingfood_4	^Astuces
buildtoolbar_popup_help_targettingfood_5	- Si vous découvrez qu'un bloc cellulaire ou qu'une cuisine ne cible pas la cantine que vous souhaitez, essayez de faire un clic droit dessus pour la forcer à se réinitialiser.
buildtoolbar_popup_help_targettingfood_6	- Si vous remarquez que votre approvisionnement d'une cantine ne se remplit pas entièrement durant un repas, cela signifie probablement qu'elle est surchargée et que vous avez besoin de produire plus de nourriture.

buildtoolbar_popup_help_targettinglaundry_1	La vue « Distribution de la lessive » vous montre quelles buanderies se chargent de quels blocs de cellules, dortoirs et réceptions.\n\n
buildtoolbar_popup_help_targettinglaundry_2	~Faites un clic gauche sur une buanderie puis faites un clic gauche sur un bloc cellulaire, un dortoir ou une réception pour que la buanderie serve cette zone. Maintenez la touche Maj enfoncée pour cibler plusieurs pièces.
buildtoolbar_popup_help_targettinglaundry_3	~Faites un clic droit sur une buanderie pour réinitialiser son organisation. \n\n
buildtoolbar_popup_help_targettinglaundry_4	^Astuces
buildtoolbar_popup_help_targettinglaundry_5	Les buanderies peuvent cibler autant de pièces que vous le souhaitez, mais leur rapidité est limitée (en fonction de leur taille et du nombre de prisonniers ou d'employés qui y travaillent). Il est possible qu'une seule buanderie serve une grande prison entière, mais chaque pièce recevra ses vêtements très sporadiquement.

buildtoolbar_popup_help_roomquality_1	La vue « Qualité de la pièce » vous montre la qualité de toutes les cellules et dortoirs de votre prison, sur une échelle de 0 à 10. Plus le nombre est haut, meilleure est la qualité. Si vous placez le curseur de votre souris sur une pièce, cela vous permettra de voir les facteurs qui contribuent à sa qualité et ce que vous pouvez faire pour améliorer son score.\n\n
buildtoolbar_popup_help_roomquality_2	^Astuces
buildtoolbar_popup_help_roomquality_3	- Avec le temps, les prisonniers ont le droit à une cellule de meilleure qualité en récompense de leur bon comportement. Avoir des cellules de haute qualité à disposition est un bon moyen de favoriser les bons comportements.
buildtoolbar_popup_help_roomquality_4	- Il est important de conserver quelques cellules de basse qualité dans votre prison, car les nouveaux arrivants ont besoin d'une cellule, et si toutes les cellules disponibles sont de trop haute qualité, ils pourraient se retrouver dans des cellules de détention.
buildtoolbar_popup_help_roomquality_5	- Les prisonniers peuvent être placés dans une cellule de meilleure qualité que celle qu'ils méritent s'il n'y a pas de place disponible, mais cela pourrait rendre les autres prisonniers mécontents...

buildtoolbar_popup_help_jobs_1	La vue « Travail de prison » vous montre quelles pièces peuvent accueillir des prisonniers auxquels vous avez assigné du travail et combien de prisonniers y travaillent déjà.\n\n
buildtoolbar_popup_help_jobs_2	~Faites un clic gauche sur une pièce pour y ajouter un poste de travail. Chaque poste de travail peut être occupé par un-e prisonnier/ère durant ses heures de travail. Faites un clic droit pour enlever un emplacement.\n\n
buildtoolbar_popup_help_jobs_3	^Astuces
buildtoolbar_popup_help_jobs_4	- Certains emplois, tels que la cuisine ou l'atelier, nécessitent d'avoir reçu une formation au préalable. Vous pouvez lancer ces cours dans l'onglet Programmes de votre écran de rapports.
buildtoolbar_popup_help_jobs_5	- Les prisonniers qui travaillent sont payés une petite somme pour chaque heure de travail. Ça n'est pas forcément une bonne idée d'allouer le nombre maximal de postes de travail, car les prisonniers seront payés même s'ils n'ont rien à faire.

buildtoolbar_popup_help_source_1	La vue « Dangers » montre quel type de contrebande un-e prisonnier/ère peut voler dans chaque pièce de la prison. En outre, vous pouvez voir l'offre et la demande de chaque type de contrebande sur la droite. Si la demande d'un type de contrebande spécifique est plus haute que l'offre, les probabilités qu' un-e prisonnier/ère tente de le voler seront plus élevées, en particulier s'il/si elle a un besoin désespéré de quelque chose lui/elle-même.\n\n
buildtoolbar_popup_help_source_2	^Astuces
buildtoolbar_popup_help_source_3	- Il n'est pas obligatoire de laisser les prisonniers accéder à toutes les pièces pouvant être source de contrebande. Vous pouvez les restreindre ou les bloquer entièrement.
buildtoolbar_popup_help_source_4	- Cela vous montre dans quelles pièces de votre prison les prisonniers peuvent récupérer de la contrebande, mais ça n'est pas le seul moyen pour les prisonniers d'obtenir ce qu'ils veulent...
